fighter,kd,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,sub_att,ctrl_time,reversals,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted,sig_str_landed_opp,sig_str_attempted_opp,td_landed_opp,td_attempted_opp,ctrl_time_opp,total_fight_time,wins,losses,draws,total_fights,dq_wins,majority_decision_wins,split_decision_wins,unanimous_decision_wins,ko_tko_wins,submission_wins,tko_doctor_stoppage_wins,Could Not Continue ,dq_losses,majority_decision_losses,split_decision_losses,unanimous_decision_losses,ko_tko_losses,other,overturned,submission_losses,tko_doctor_stoppage_losses
Alessandro Costa,2.0,194.0,401.0,262.0,491.0,2.0,12.0,2.0,251,0.0,113.0,286.0,35.0,53.0,46.0,62.0,142.0,333.0,21.0,25.0,31.0,43.0,185.0,394.0,4.0,20.0,955,3038,2,3,0,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Alessio Di Chirico,3.0,375.0,944.0,462.0,1044.0,11.0,28.0,0.0,707,0.0,254.0,765.0,67.0,114.0,54.0,65.0,314.0,842.0,45.0,71.0,16.0,31.0,389.0,1011.0,4.0,24.0,563,6786,4,7,0,11,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0
Alessio Sakara,4.0,299.0,626.0,421.0,764.0,11.0,14.0,0.0,1233,2.0,241.0,552.0,49.0,64.0,9.0,10.0,133.0,343.0,56.0,87.0,110.0,196.0,212.0,520.0,13.0,35.0,982,4535,6,8,0,14,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0
Alex Andrade,1.0,12.0,27.0,30.0,45.0,0.0,1.0,0.0,93,0.0,8.0,23.0,3.0,3.0,1.0,1.0,6.0,18.0,6.0,9.0,0.0,0.0,6.0,10.0,0.0,0.0,13,343,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Caceres,5.0,1519.0,3040.0,1803.0,3356.0,13.0,19.0,16.0,2650,12.0,950.0,2289.0,381.0,521.0,188.0,230.0,1306.0,2737.0,128.0,177.0,85.0,126.0,1115.0,3001.0,46.0,131.0,4596,21646,16,13,0,29,0.0,0.0,3.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,5.0,0.0
Alex Chambers,0.0,135.0,250.0,214.0,341.0,7.0,17.0,3.0,622,0.0,78.0,162.0,29.0,42.0,28.0,46.0,88.0,179.0,32.0,55.0,15.0,16.0,232.0,469.0,7.0,15.0,1024,2730,1,4,0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
Alex Da Silva,1.0,114.0,246.0,222.0,382.0,7.0,16.0,1.0,1663,1.0,72.0,198.0,25.0,29.0,17.0,19.0,87.0,211.0,9.0,12.0,18.0,23.0,134.0,309.0,3.0,13.0,526,3190,1,3,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Alex Garcia,3.0,212.0,676.0,330.0,818.0,29.0,55.0,1.0,1953,1.0,176.0,620.0,25.0,44.0,11.0,12.0,160.0,582.0,30.0,50.0,22.0,44.0,355.0,870.0,7.0,21.0,1102,7024,5,5,0,10,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
Alex Gorgees,0.0,10.0,31.0,22.0,43.0,0.0,0.0,0.0,0,0.0,5.0,21.0,3.0,5.0,2.0,5.0,5.0,26.0,5.0,5.0,0.0,0.0,34.0,55.0,5.0,11.0,589,900,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Alex Hunter,0.0,18.0,30.0,36.0,55.0,2.0,6.0,0.0,0,1.0,12.0,23.0,4.0,5.0,2.0,2.0,5.0,6.0,3.0,5.0,10.0,19.0,13.0,23.0,1.0,1.0,0,870,2,0,0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Karalexis,0.0,42.0,138.0,74.0,171.0,1.0,5.0,3.0,261,0.0,35.0,127.0,5.0,9.0,2.0,2.0,11.0,76.0,22.0,50.0,9.0,12.0,67.0,139.0,1.0,5.0,240,1249,1,2,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Alex Morono,5.0,1356.0,3364.0,1583.0,3624.0,6.0,25.0,6.0,959,1.0,1077.0,2960.0,183.0,285.0,96.0,119.0,1203.0,3105.0,97.0,163.0,56.0,96.0,1289.0,2951.0,24.0,46.0,2125,16187,13,9,0,22,0.0,0.0,1.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0
Alex Nicholson,1.0,117.0,268.0,121.0,272.0,0.0,0.0,1.0,1,0.0,67.0,201.0,23.0,36.0,27.0,31.0,109.0,254.0,5.0,11.0,3.0,3.0,132.0,250.0,5.0,10.0,434,1705,1,3,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
Alex Oliveira,6.0,629.0,1230.0,909.0,1561.0,33.0,86.0,8.0,4167,1.0,356.0,884.0,158.0,218.0,115.0,128.0,374.0,857.0,142.0,209.0,113.0,164.0,537.0,1007.0,17.0,47.0,3175,12623,11,10,0,21,0.0,0.0,1.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0
Alex Pereira,7.0,685.0,1103.0,892.0,1327.0,1.0,2.0,2.0,158,0.0,323.0,652.0,179.0,222.0,183.0,229.0,554.0,942.0,72.0,83.0,59.0,78.0,464.0,1006.0,9.0,43.0,1861,7963,10,2,0,12,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Alex Perez,4.0,357.0,759.0,542.0,981.0,12.0,26.0,4.0,1518,0.0,216.0,562.0,53.0,82.0,88.0,115.0,251.0,617.0,51.0,71.0,55.0,71.0,272.0,668.0,7.0,29.0,514,5121,7,5,0,12,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
Alex Reyes,0.0,89.0,191.0,110.0,213.0,2.0,7.0,0.0,275,0.0,39.0,124.0,27.0,42.0,23.0,25.0,67.0,156.0,21.0,34.0,1.0,1.0,138.0,266.0,0.0,0.0,26,1197,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Alex Ricci,0.0,49.0,119.0,104.0,177.0,0.0,2.0,0.0,88,0.0,19.0,66.0,19.0,38.0,11.0,15.0,34.0,96.0,15.0,22.0,0.0,1.0,50.0,142.0,5.0,14.0,674,1184,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Alex Schoenauer,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0,20,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Alex Soto,0.0,47.0,186.0,52.0,193.0,3.0,10.0,0.0,54,0.0,19.0,142.0,21.0,36.0,7.0,8.0,41.0,176.0,4.0,8.0,2.0,2.0,80.0,197.0,0.0,0.0,8,956,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Alex Stiebling,0.0,4.0,7.0,38.0,42.0,0.0,0.0,1.0,0,0.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,9.0,19.0,2.0,4.0,567,600,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Alex Torres,0.0,37.0,99.0,40.0,102.0,2.0,9.0,0.0,195,0.0,22.0,73.0,8.0,12.0,7.0,14.0,26.0,74.0,11.0,25.0,0.0,0.0,41.0,134.0,1.0,2.0,99,900,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex White,4.0,431.0,1026.0,572.0,1187.0,7.0,25.0,4.0,529,2.0,265.0,780.0,138.0,211.0,28.0,35.0,288.0,816.0,118.0,176.0,25.0,34.0,352.0,897.0,11.0,38.0,2317,6881,4,6,0,10,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0
Alexa Grasso,1.0,909.0,2202.0,1728.0,3125.0,6.0,17.0,9.0,1273,4.0,562.0,1685.0,174.0,264.0,173.0,253.0,739.0,1973.0,142.0,191.0,28.0,38.0,826.0,1988.0,33.0,73.0,3247,13275,8,5,1,14,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0
Alexander Gustafsson,9.0,751.0,1845.0,1001.0,2125.0,19.0,48.0,5.0,1844,0.0,523.0,1484.0,110.0,205.0,118.0,156.0,575.0,1583.0,59.0,106.0,117.0,156.0,659.0,1357.0,8.0,49.0,1074,11188,10,8,0,18,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0
Alexander Hernandez,6.0,739.0,1806.0,882.0,1977.0,13.0,36.0,1.0,1448,2.0,398.0,1282.0,236.0,378.0,105.0,146.0,620.0,1634.0,61.0,91.0,58.0,81.0,772.0,1894.0,11.0,41.0,922,10293,10,7,0,17,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0
Alexander Munoz,1.0,161.0,424.0,175.0,439.0,8.0,24.0,0.0,429,0.0,109.0,345.0,29.0,54.0,23.0,25.0,137.0,390.0,9.0,13.0,15.0,21.0,231.0,518.0,0.0,2.0,5,2700,1,2,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Alexander Volkanovski,6.0,1717.0,3018.0,2035.0,3402.0,31.0,90.0,3.0,3421,3.0,1108.0,2206.0,185.0,275.0,424.0,537.0,1299.0,2418.0,151.0,208.0,267.0,392.0,933.0,2273.0,12.0,40.0,833,16679,14,3,0,17,0.0,0.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Alexander Volkov,4.0,1162.0,2025.0,1584.0,2490.0,10.0,15.0,2.0,1370,1.0,712.0,1465.0,246.0,313.0,204.0,247.0,968.0,1766.0,104.0,148.0,90.0,111.0,698.0,1520.0,30.0,97.0,3368,13868,13,5,0,18,0.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0
Alexander Yakovlev,2.0,173.0,365.0,231.0,433.0,11.0,31.0,1.0,897,1.0,85.0,249.0,46.0,63.0,42.0,53.0,124.0,300.0,22.0,29.0,27.0,36.0,239.0,576.0,10.0,36.0,2409,5951,3,6,0,9,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0
Alexandr Romanov,0.0,328.0,635.0,499.0,846.0,26.0,47.0,5.0,2542,1.0,242.0,535.0,40.0,52.0,46.0,48.0,158.0,330.0,27.0,35.0,143.0,270.0,185.0,403.0,5.0,7.0,473,5212,7,3,0,10,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Alexandre Barros,0.0,8.0,20.0,13.0,25.0,1.0,2.0,0.0,136,0.0,1.0,12.0,1.0,1.0,6.0,7.0,4.0,15.0,3.0,3.0,1.0,2.0,33.0,52.0,0.0,1.0,186,489,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Alexandre Dantas,0.0,15.0,47.0,25.0,59.0,2.0,15.0,1.0,501,1.0,14.0,45.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,13.0,38.0,42.0,77.0,0.0,0.0,339,1037,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Alexandre Ferreira,0.0,6.0,10.0,9.0,13.0,0.0,3.0,0.0,0,0.0,1.0,3.0,3.0,5.0,2.0,2.0,3.0,5.0,3.0,5.0,0.0,0.0,19.0,33.0,2.0,2.0,38,140,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Alexandre Pantoja,4.0,935.0,1859.0,1161.0,2126.0,40.0,84.0,14.0,4158,3.0,593.0,1413.0,201.0,273.0,141.0,173.0,759.0,1631.0,93.0,125.0,83.0,103.0,831.0,1657.0,24.0,78.0,1423,12861,14,3,0,17,0.0,0.0,2.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Alexia Thainara,0.0,55.0,128.0,127.0,234.0,6.0,12.0,3.0,806,0.0,36.0,91.0,8.0,15.0,11.0,22.0,29.0,84.0,9.0,18.0,17.0,26.0,39.0,82.0,0.0,1.0,11,1172,2,0,0,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis Davis,0.0,754.0,1591.0,1450.0,2417.0,12.0,26.0,9.0,3468,5.0,379.0,1107.0,135.0,195.0,240.0,289.0,566.0,1326.0,91.0,138.0,97.0,127.0,746.0,1661.0,16.0,22.0,1476,10875,8,6,0,14,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0
Alexis Dufresne,0.0,40.0,144.0,98.0,208.0,3.0,6.0,0.0,669,1.0,12.0,100.0,8.0,13.0,20.0,31.0,31.0,123.0,2.0,4.0,7.0,17.0,100.0,255.0,1.0,2.0,172,1800,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Alfonso Alcarez,0.0,34.0,62.0,69.0,101.0,1.0,2.0,0.0,126,0.0,21.0,47.0,6.0,8.0,7.0,7.0,9.0,15.0,21.0,37.0,4.0,10.0,48.0,81.0,0.0,1.0,403,600,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ali AlQaisi,0.0,73.0,172.0,112.0,221.0,7.0,24.0,2.0,475,0.0,40.0,128.0,10.0,15.0,23.0,29.0,63.0,157.0,9.0,12.0,1.0,3.0,59.0,135.0,2.0,5.0,178,1800,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ali Bagautinov,2.0,323.0,761.0,448.0,904.0,19.0,52.0,2.0,1910,1.0,182.0,573.0,104.0,135.0,37.0,53.0,166.0,537.0,64.0,97.0,93.0,127.0,351.0,737.0,7.0,20.0,659,6808,4,3,0,7,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Aliaskhab Khizriev,0.0,43.0,69.0,55.0,81.0,2.0,3.0,1.0,166,0.0,31.0,54.0,9.0,11.0,3.0,4.0,34.0,58.0,1.0,3.0,8.0,8.0,32.0,83.0,0.0,1.0,2,429,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alibi Idiris,0.0,28.0,56.0,50.0,82.0,0.0,1.0,0.0,64,1.0,9.0,35.0,17.0,19.0,2.0,2.0,22.0,48.0,6.0,8.0,0.0,0.0,29.0,63.0,2.0,5.0,218,484,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Alice Ardelean,0.0,441.0,961.0,488.0,1026.0,4.0,9.0,0.0,468,1.0,319.0,798.0,76.0,105.0,46.0,58.0,428.0,940.0,9.0,15.0,4.0,6.0,312.0,821.0,2.0,14.0,69,3600,2,2,0,4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Alice Pereira,0.0,37.0,117.0,43.0,123.0,0.0,3.0,0.0,19,0.0,29.0,103.0,7.0,12.0,1.0,2.0,35.0,115.0,2.0,2.0,0.0,0.0,45.0,166.0,0.0,5.0,105,900,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alistair Overeem,10.0,715.0,962.0,942.0,1210.0,10.0,29.0,3.0,2889,0.0,386.0,593.0,231.0,262.0,98.0,107.0,314.0,482.0,144.0,166.0,257.0,314.0,589.0,1205.0,7.0,19.0,1133,11089,12,8,0,20,0.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Aljamain Sterling,0.0,1361.0,2586.0,2069.0,3370.0,50.0,163.0,13.0,5744,4.0,678.0,1656.0,431.0,606.0,252.0,324.0,916.0,2007.0,194.0,248.0,251.0,331.0,675.0,1674.0,27.0,49.0,3127,18340,17,5,0,22,1.0,0.0,2.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
Allan Goes,1.0,36.0,49.0,43.0,56.0,0.0,0.0,0.0,0,0.0,16.0,27.0,4.0,4.0,16.0,18.0,29.0,42.0,6.0,6.0,1.0,1.0,31.0,54.0,1.0,1.0,0,480,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Allan Nascimento,0.0,114.0,239.0,201.0,342.0,5.0,16.0,5.0,1170,5.0,44.0,142.0,23.0,43.0,47.0,54.0,90.0,196.0,4.0,6.0,20.0,37.0,100.0,234.0,9.0,15.0,1339,3389,4,1,0,5,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan Zuniga,0.0,59.0,112.0,93.0,147.0,0.0,0.0,1.0,0,0.0,33.0,78.0,18.0,24.0,8.0,10.0,44.0,96.0,14.0,15.0,1.0,1.0,27.0,71.0,8.0,19.0,670,900,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allen Berube,0.0,4.0,5.0,26.0,28.0,2.0,2.0,1.0,159,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,6.0,0.0,0.0,77,262,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Allen Crowder,0.0,27.0,69.0,33.0,76.0,1.0,3.0,1.0,143,0.0,18.0,60.0,1.0,1.0,8.0,8.0,21.0,57.0,3.0,9.0,3.0,3.0,55.0,112.0,0.0,0.0,80,610,1,2,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Alonzo Menifield,5.0,543.0,1013.0,730.0,1216.0,5.0,14.0,2.0,1988,1.0,442.0,898.0,56.0,67.0,45.0,48.0,414.0,839.0,74.0,110.0,55.0,64.0,555.0,1123.0,11.0,55.0,1602,8646,10,5,1,16,0.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
Alptekin Ozkilic,0.0,190.0,588.0,229.0,636.0,14.0,24.0,0.0,748,0.0,144.0,501.0,30.0,69.0,16.0,18.0,154.0,511.0,25.0,42.0,11.0,35.0,285.0,703.0,4.0,16.0,212,2990,1,3,0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Alvaro Herrera Mendoza,1.0,25.0,65.0,26.0,66.0,0.0,0.0,1.0,11,0.0,17.0,56.0,7.0,8.0,1.0,1.0,20.0,60.0,3.0,3.0,2.0,2.0,45.0,100.0,4.0,6.0,366,795,1,3,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
Alvin Hines,0.0,82.0,259.0,83.0,260.0,1.0,10.0,0.0,5,0.0,56.0,224.0,21.0,29.0,5.0,6.0,80.0,256.0,2.0,3.0,0.0,0.0,112.0,182.0,0.0,0.0,0,900,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Alvin Robinson,0.0,57.0,113.0,247.0,336.0,3.0,6.0,3.0,669,4.0,53.0,108.0,3.0,3.0,1.0,2.0,13.0,35.0,5.0,10.0,39.0,68.0,47.0,96.0,6.0,8.0,1363,2185,1,3,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
Amanda Cooper,0.0,174.0,394.0,319.0,579.0,5.0,13.0,6.0,1020,1.0,134.0,344.0,23.0,31.0,17.0,19.0,112.0,318.0,7.0,10.0,55.0,66.0,157.0,327.0,5.0,7.0,631,2943,2,4,0,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
Amanda Lemos,6.0,403.0,731.0,511.0,847.0,10.0,16.0,7.0,1553,3.0,258.0,550.0,86.0,117.0,59.0,64.0,281.0,564.0,56.0,70.0,66.0,97.0,475.0,865.0,14.0,39.0,3424,8793,9,5,0,14,0.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
Amanda Nunes,8.0,928.0,1784.0,1263.0,2187.0,38.0,67.0,10.0,4198,0.0,629.0,1337.0,124.0,198.0,175.0,249.0,639.0,1309.0,33.0,51.0,256.0,424.0,499.0,1226.0,6.0,32.0,792,12264,16,2,0,18,0.0,0.0,1.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Amanda Ribas,1.0,686.0,1717.0,1237.0,2365.0,22.0,42.0,6.0,2580,1.0,421.0,1316.0,123.0,222.0,142.0,179.0,589.0,1573.0,36.0,53.0,61.0,91.0,530.0,1330.0,6.0,34.0,1484,9655,7,6,0,13,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0
Amar Suloev,0.0,35.0,84.0,35.0,84.0,1.0,1.0,1.0,3,0.0,21.0,66.0,2.0,5.0,12.0,13.0,33.0,82.0,0.0,0.0,2.0,2.0,57.0,167.0,0.0,2.0,51,1079,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Amaury Bitetti,0.0,8.0,15.0,40.0,50.0,0.0,6.0,0.0,13,0.0,5.0,12.0,1.0,1.0,2.0,2.0,4.0,6.0,4.0,9.0,0.0,0.0,58.0,86.0,1.0,2.0,93,913,1,1,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Amilcar Alves,0.0,14.0,30.0,37.0,60.0,0.0,1.0,0.0,0,0.0,8.0,19.0,4.0,5.0,2.0,6.0,7.0,20.0,3.0,4.0,4.0,6.0,57.0,82.0,7.0,15.0,1456,1691,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Amir Albazi,2.0,235.0,676.0,334.0,794.0,8.0,25.0,3.0,1248,0.0,162.0,567.0,40.0,64.0,33.0,45.0,202.0,623.0,3.0,9.0,30.0,44.0,321.0,834.0,3.0,6.0,107,5189,5,1,0,6,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Amir Sadollah,0.0,621.0,1336.0,759.0,1488.0,5.0,18.0,3.0,1102,0.0,286.0,874.0,162.0,257.0,173.0,205.0,420.0,1019.0,149.0,232.0,52.0,85.0,469.0,1193.0,20.0,51.0,3008,7918,6,5,0,11,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
Anderson Dos Santos,0.0,124.0,486.0,168.0,533.0,3.0,21.0,2.0,436,0.0,87.0,433.0,15.0,24.0,22.0,29.0,107.0,461.0,10.0,12.0,7.0,13.0,246.0,489.0,2.0,6.0,300,2751,1,3,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
Anderson Silva,18.0,832.0,1410.0,1029.0,1632.0,3.0,4.0,6.0,829,1.0,449.0,939.0,181.0,231.0,202.0,240.0,567.0,1081.0,123.0,147.0,142.0,182.0,698.0,1724.0,18.0,76.0,4093,16250,17,7,0,24,0.0,0.0,0.0,3.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0
Andre Ewell,1.0,540.0,1349.0,577.0,1395.0,3.0,4.0,1.0,277,0.0,317.0,1023.0,165.0,253.0,58.0,73.0,528.0,1319.0,11.0,26.0,1.0,4.0,615.0,1265.0,9.0,33.0,1467,7574,4,5,0,9,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
Andre Fialho,2.0,202.0,486.0,223.0,511.0,1.0,1.0,0.0,125,0.0,140.0,404.0,39.0,56.0,23.0,26.0,165.0,439.0,32.0,36.0,5.0,11.0,383.0,707.0,4.0,12.0,425,3671,2,5,0,7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
