event,bout,fighter,kd,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,sub_att,ctrl_time,reversals,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted,sig_str_landed_opp,sig_str_attempted_opp,td_landed_opp,td_attempted_opp,ctrl_time_opp,result
UFC Fight Night: Almeida vs. Lewis,Caio Borralho vs. Abus Magomedov,Abus Magomedov,0.0,38.0,107.0,39.0,110.0,0.0,0.0,0.0,0,0.0,19.0,74.0,14.0,24.0,5.0,9.0,38.0,107.0,0.0,0.0,0.0,0.0,51.0,103.0,0.0,1.0,137,L
UFC Fight Night: Almeida vs. Lewis,Caio Borralho vs. Abus Magomedov,Caio Borralho,1.0,51.0,103.0,70.0,126.0,0.0,1.0,0.0,137,0.0,33.0,73.0,11.0,15.0,7.0,15.0,50.0,102.0,0.0,0.0,1.0,1.0,38.0,107.0,0.0,0.0,0,W
UFC Fight Night: Almeida vs. Lewis,Eduarda Moura vs. Montserrat Conejo Ruiz,Eduarda Moura,0.0,57.0,77.0,102.0,139.0,3.0,3.0,0.0,357,0.0,55.0,75.0,2.0,2.0,0.0,0.0,5.0,12.0,1.0,1.0,51.0,64.0,5.0,22.0,0.0,0.0,2,W
UFC Fight Night: Almeida vs. Lewis,Eduarda Moura vs. Montserrat Conejo Ruiz,Montserrat Conejo Ruiz,0.0,5.0,22.0,9.0,29.0,0.0,0.0,0.0,2,0.0,0.0,15.0,0.0,2.0,5.0,5.0,5.0,22.0,0.0,0.0,0.0,0.0,57.0,77.0,3.0,3.0,357,L
UFC Fight Night: Almeida vs. Lewis,Elves Brener vs. Kaynan Kruschewsky,Elves Brener,1.0,16.0,33.0,16.0,33.0,0.0,0.0,0.0,3,0.0,6.0,20.0,2.0,3.0,8.0,10.0,16.0,33.0,0.0,0.0,0.0,0.0,8.0,31.0,0.0,0.0,0,W
UFC Fight Night: Almeida vs. Lewis,Elves Brener vs. Kaynan Kruschewsky,Kaynan Kruschewsky,0.0,8.0,31.0,8.0,31.0,0.0,0.0,0.0,0,0.0,6.0,25.0,2.0,6.0,0.0,0.0,8.0,31.0,0.0,0.0,0.0,0.0,16.0,33.0,0.0,0.0,3,L
UFC Fight Night: Almeida vs. Lewis,Gabriel Bonfim vs. Nicolas Dalby,Gabriel Bonfim,0.0,39.0,91.0,47.0,103.0,3.0,5.0,1.0,259,0.0,27.0,77.0,3.0,4.0,9.0,10.0,32.0,71.0,3.0,9.0,4.0,11.0,53.0,113.0,0.0,1.0,87,L
UFC Fight Night: Almeida vs. Lewis,Gabriel Bonfim vs. Nicolas Dalby,Nicolas Dalby,1.0,53.0,113.0,64.0,128.0,0.0,1.0,0.0,87,0.0,41.0,96.0,7.0,11.0,5.0,6.0,25.0,76.0,25.0,33.0,3.0,4.0,39.0,91.0,3.0,5.0,259,W
UFC Fight Night: Almeida vs. Lewis,Jailton Almeida vs. Derrick Lewis,Derrick Lewis,0.0,20.0,39.0,28.0,54.0,0.0,2.0,0.0,57,0.0,17.0,33.0,3.0,6.0,0.0,0.0,2.0,10.0,1.0,1.0,17.0,28.0,38.0,56.0,6.0,15.0,1270,L
UFC Fight Night: Almeida vs. Lewis,Jailton Almeida vs. Derrick Lewis,Jailton Almeida,0.0,38.0,56.0,120.0,153.0,6.0,15.0,4.0,1270,1.0,32.0,48.0,5.0,5.0,1.0,3.0,5.0,7.0,3.0,8.0,30.0,41.0,20.0,39.0,0.0,2.0,57,W
UFC Fight Night: Almeida vs. Lewis,Kaue Fernandes vs. Marc Diakiese,Kaue Fernandes,0.0,23.0,42.0,67.0,92.0,1.0,1.0,0.0,87,0.0,6.0,20.0,8.0,13.0,9.0,9.0,21.0,38.0,2.0,4.0,0.0,0.0,13.0,32.0,3.0,8.0,518,L
UFC Fight Night: Almeida vs. Lewis,Kaue Fernandes vs. Marc Diakiese,Marc Diakiese,0.0,13.0,32.0,65.0,92.0,3.0,8.0,0.0,518,1.0,11.0,26.0,2.0,5.0,0.0,1.0,7.0,18.0,2.0,4.0,4.0,10.0,23.0,42.0,1.0,1.0,87,W
UFC Fight Night: Almeida vs. Lewis,Rinat Fakhretdinov vs. Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,0.0,75.0,152.0,115.0,211.0,0.0,1.0,1.0,84,0.0,47.0,113.0,17.0,26.0,11.0,13.0,57.0,129.0,2.0,3.0,16.0,20.0,87.0,186.0,1.0,9.0,265,D
UFC Fight Night: Almeida vs. Lewis,Rinat Fakhretdinov vs. Elizeu Zaleski dos Santos,Rinat Fakhretdinov,1.0,87.0,186.0,109.0,216.0,1.0,9.0,0.0,265,1.0,50.0,144.0,11.0,16.0,26.0,26.0,65.0,156.0,7.0,8.0,15.0,22.0,75.0,152.0,0.0,1.0,84,D
UFC Fight Night: Almeida vs. Lewis,Rodrigo Nascimento vs. Don'Tale Mayes,Don'Tale Mayes,0.0,79.0,159.0,105.0,190.0,0.0,1.0,0.0,39,0.0,39.0,103.0,30.0,44.0,10.0,12.0,55.0,128.0,24.0,31.0,0.0,0.0,70.0,154.0,0.0,3.0,141,L
UFC Fight Night: Almeida vs. Lewis,Rodrigo Nascimento vs. Don'Tale Mayes,Rodrigo Nascimento,0.0,70.0,154.0,91.0,180.0,0.0,3.0,0.0,141,0.0,51.0,132.0,9.0,11.0,10.0,11.0,58.0,134.0,12.0,20.0,0.0,0.0,79.0,159.0,0.0,1.0,39,W
UFC Fight Night: Almeida vs. Lewis,Vitor Petrino vs. Modestas Bukauskas,Modestas Bukauskas,0.0,9.0,19.0,12.0,23.0,0.0,0.0,0.0,0,0.0,5.0,14.0,0.0,0.0,4.0,5.0,9.0,19.0,0.0,0.0,0.0,0.0,8.0,26.0,1.0,2.0,139,L
UFC Fight Night: Almeida vs. Lewis,Vitor Petrino vs. Modestas Bukauskas,Vitor Petrino,1.0,8.0,26.0,14.0,34.0,1.0,2.0,0.0,139,0.0,6.0,23.0,2.0,3.0,0.0,0.0,7.0,21.0,0.0,0.0,1.0,5.0,9.0,19.0,0.0,0.0,0,W
UFC Fight Night: Alvarez vs. Poirier 2,Alexander Hernandez vs. Olivier Aubin-Mercier,Alexander Hernandez,0.0,39.0,81.0,86.0,137.0,4.0,10.0,0.0,431,1.0,24.0,55.0,15.0,24.0,0.0,2.0,10.0,37.0,17.0,25.0,12.0,19.0,19.0,32.0,2.0,6.0,232,W
UFC Fight Night: Alvarez vs. Poirier 2,Alexander Hernandez vs. Olivier Aubin-Mercier,Olivier Aubin-Mercier,0.0,19.0,32.0,37.0,50.0,2.0,6.0,1.0,232,0.0,8.0,18.0,9.0,11.0,2.0,3.0,9.0,21.0,9.0,10.0,1.0,1.0,39.0,81.0,4.0,10.0,431,L
UFC Fight Night: Alvarez vs. Poirier 2,Alexis Davis vs. Katlyn Cerminara,Alexis Davis,0.0,70.0,201.0,77.0,208.0,1.0,2.0,0.0,20,0.0,24.0,141.0,10.0,17.0,36.0,43.0,66.0,196.0,4.0,5.0,0.0,0.0,62.0,202.0,0.0,0.0,0,L
UFC Fight Night: Alvarez vs. Poirier 2,Alexis Davis vs. Katlyn Cerminara,Katlyn Cerminara,0.0,62.0,202.0,62.0,202.0,0.0,0.0,0.0,0,0.0,50.0,188.0,9.0,11.0,3.0,3.0,61.0,201.0,1.0,1.0,0.0,0.0,70.0,201.0,1.0,2.0,20,W
UFC Fight Night: Alvarez vs. Poirier 2,Devin Powell vs. Alvaro Herrera Mendoza,Alvaro Herrera Mendoza,0.0,7.0,23.0,7.0,23.0,0.0,0.0,0.0,10,0.0,3.0,19.0,4.0,4.0,0.0,0.0,6.0,22.0,0.0,0.0,1.0,1.0,12.0,26.0,0.0,1.0,12,L
UFC Fight Night: Alvarez vs. Poirier 2,Devin Powell vs. Alvaro Herrera Mendoza,Devin Powell,1.0,12.0,26.0,12.0,26.0,0.0,1.0,0.0,12,0.0,3.0,14.0,5.0,7.0,4.0,5.0,10.0,24.0,0.0,0.0,2.0,2.0,7.0,23.0,0.0,0.0,10,W
UFC Fight Night: Alvarez vs. Poirier 2,Dustin Ortiz vs. Matheus Nicolau,Dustin Ortiz,1.0,8.0,43.0,8.0,43.0,0.0,0.0,0.0,4,0.0,6.0,37.0,0.0,2.0,2.0,4.0,5.0,36.0,0.0,0.0,3.0,7.0,7.0,16.0,0.0,0.0,0,W
UFC Fight Night: Alvarez vs. Poirier 2,Dustin Ortiz vs. Matheus Nicolau,Matheus Nicolau,0.0,7.0,16.0,7.0,16.0,0.0,0.0,0.0,0,0.0,2.0,8.0,2.0,5.0,3.0,3.0,7.0,16.0,0.0,0.0,0.0,0.0,8.0,43.0,0.0,0.0,4,L
UFC Fight Night: Alvarez vs. Poirier 2,Eddie Alvarez vs. Dustin Poirier,Dustin Poirier,1.0,54.0,115.0,76.0,138.0,0.0,0.0,2.0,5,0.0,44.0,101.0,4.0,6.0,6.0,8.0,47.0,108.0,7.0,7.0,0.0,0.0,26.0,76.0,0.0,3.0,147,W
UFC Fight Night: Alvarez vs. Poirier 2,Eddie Alvarez vs. Dustin Poirier,Eddie Alvarez,0.0,26.0,76.0,35.0,88.0,0.0,3.0,1.0,147,0.0,10.0,53.0,10.0,15.0,6.0,8.0,21.0,67.0,1.0,3.0,4.0,6.0,54.0,115.0,0.0,0.0,5,L
UFC Fight Night: Alvarez vs. Poirier 2,Gadzhimurad Antigulov vs. Ion Cutelaba,Gadzhimurad Antigulov,0.0,12.0,18.0,16.0,22.0,3.0,8.0,0.0,200,0.0,8.0,14.0,3.0,3.0,1.0,1.0,0.0,2.0,9.0,10.0,3.0,6.0,40.0,46.0,0.0,0.0,28,L
UFC Fight Night: Alvarez vs. Poirier 2,Gadzhimurad Antigulov vs. Ion Cutelaba,Ion Cutelaba,0.0,40.0,46.0,40.0,46.0,0.0,0.0,0.0,28,0.0,27.0,31.0,13.0,15.0,0.0,0.0,2.0,4.0,38.0,42.0,0.0,0.0,12.0,18.0,3.0,8.0,200,W
UFC Fight Night: Alvarez vs. Poirier 2,Hakeem Dawodu vs. Austin Arnett,Austin Arnett,0.0,23.0,68.0,23.0,68.0,0.0,4.0,0.0,0,0.0,22.0,67.0,1.0,1.0,0.0,0.0,22.0,67.0,1.0,1.0,0.0,0.0,75.0,170.0,0.0,1.0,46,L
UFC Fight Night: Alvarez vs. Poirier 2,Hakeem Dawodu vs. Austin Arnett,Hakeem Dawodu,0.0,75.0,170.0,80.0,176.0,0.0,1.0,0.0,46,0.0,28.0,108.0,8.0,18.0,39.0,44.0,70.0,159.0,5.0,11.0,0.0,0.0,23.0,68.0,0.0,4.0,0,W
UFC Fight Night: Alvarez vs. Poirier 2,Joanna Jedrzejczyk vs. Tecia Pennington,Joanna Jedrzejczyk,0.0,62.0,166.0,81.0,185.0,0.0,0.0,0.0,135,0.0,21.0,113.0,27.0,38.0,14.0,15.0,40.0,134.0,22.0,32.0,0.0,0.0,33.0,78.0,0.0,10.0,284,W
UFC Fight Night: Alvarez vs. Poirier 2,Joanna Jedrzejczyk vs. Tecia Pennington,Tecia Pennington,0.0,33.0,78.0,54.0,100.0,0.0,10.0,0.0,284,0.0,11.0,44.0,2.0,2.0,20.0,32.0,29.0,73.0,4.0,5.0,0.0,0.0,62.0,166.0,0.0,0.0,135,L
UFC Fight Night: Alvarez vs. Poirier 2,John Makdessi vs. Ross Pearson,John Makdessi,0.0,131.0,261.0,134.0,265.0,0.0,0.0,0.0,0,0.0,99.0,211.0,13.0,25.0,19.0,25.0,120.0,244.0,11.0,17.0,0.0,0.0,79.0,224.0,0.0,2.0,18,W
UFC Fight Night: Alvarez vs. Poirier 2,John Makdessi vs. Ross Pearson,Ross Pearson,0.0,79.0,224.0,81.0,226.0,0.0,2.0,0.0,18,0.0,51.0,182.0,9.0,15.0,19.0,27.0,79.0,223.0,0.0,1.0,0.0,0.0,131.0,261.0,0.0,0.0,0,L
UFC Fight Night: Alvarez vs. Poirier 2,Jordan Mein vs. Alex Morono,Alex Morono,0.0,20.0,67.0,58.0,108.0,0.0,0.0,1.0,106,0.0,15.0,59.0,3.0,5.0,2.0,3.0,16.0,57.0,0.0,0.0,4.0,10.0,14.0,38.0,3.0,4.0,542,L
UFC Fight Night: Alvarez vs. Poirier 2,Jordan Mein vs. Alex Morono,Jordan Mein,0.0,14.0,38.0,27.0,53.0,3.0,4.0,0.0,542,1.0,9.0,32.0,3.0,3.0,2.0,3.0,6.0,26.0,0.0,0.0,8.0,12.0,20.0,67.0,0.0,0.0,106,W
UFC Fight Night: Alvarez vs. Poirier 2,Jose Aldo vs. Jeremy Stephens,Jeremy Stephens,0.0,20.0,60.0,20.0,60.0,0.0,0.0,0.0,0,0.0,16.0,55.0,2.0,3.0,2.0,2.0,16.0,52.0,4.0,8.0,0.0,0.0,29.0,63.0,0.0,0.0,24,L
UFC Fight Night: Alvarez vs. Poirier 2,Jose Aldo vs. Jeremy Stephens,Jose Aldo,1.0,29.0,63.0,29.0,63.0,0.0,0.0,0.0,24,0.0,21.0,55.0,3.0,3.0,5.0,5.0,16.0,41.0,1.0,1.0,12.0,21.0,20.0,60.0,0.0,0.0,0,W
UFC Fight Night: Alvarez vs. Poirier 2,Kajan Johnson vs. Islam Makhachev,Islam Makhachev,0.0,7.0,18.0,14.0,26.0,1.0,1.0,1.0,88,0.0,6.0,17.0,1.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,6.0,9.0,7.0,17.0,0.0,0.0,0,W
UFC Fight Night: Alvarez vs. Poirier 2,Kajan Johnson vs. Islam Makhachev,Kajan Johnson,0.0,7.0,17.0,7.0,17.0,0.0,0.0,0.0,0,0.0,0.0,6.0,3.0,5.0,4.0,6.0,7.0,17.0,0.0,0.0,0.0,0.0,7.0,18.0,1.0,1.0,88,L
UFC Fight Night: Alvarez vs. Poirier 2,Randa Markos vs. Nina Nunes,Nina Nunes,0.0,49.0,118.0,56.0,127.0,0.0,0.0,0.0,33,0.0,20.0,84.0,6.0,10.0,23.0,24.0,44.0,107.0,1.0,4.0,4.0,7.0,23.0,72.0,1.0,11.0,297,W
UFC Fight Night: Alvarez vs. Poirier 2,Randa Markos vs. Nina Nunes,Randa Markos,0.0,23.0,72.0,30.0,79.0,1.0,11.0,0.0,297,0.0,20.0,68.0,2.0,2.0,1.0,2.0,17.0,61.0,0.0,0.0,6.0,11.0,49.0,118.0,0.0,0.0,33,L
UFC Fight Night: Anderson vs. Blachowicz,Brok Weaver vs. Kazula Vargas,Brok Weaver,0.0,5.0,9.0,6.0,10.0,0.0,0.0,1.0,0,0.0,3.0,6.0,0.0,0.0,2.0,3.0,4.0,7.0,0.0,1.0,1.0,1.0,15.0,29.0,1.0,2.0,187,W
UFC Fight Night: Anderson vs. Blachowicz,Brok Weaver vs. Kazula Vargas,Kazula Vargas,0.0,15.0,29.0,50.0,64.0,1.0,2.0,0.0,187,0.0,6.0,14.0,5.0,10.0,4.0,5.0,9.0,21.0,3.0,5.0,3.0,3.0,5.0,9.0,0.0,0.0,0,L
UFC Fight Night: Anderson vs. Blachowicz,Casey Kenney vs. Merab Dvalishvili,Casey Kenney,0.0,45.0,118.0,47.0,120.0,0.0,0.0,0.0,5,0.0,22.0,87.0,10.0,17.0,13.0,14.0,42.0,112.0,3.0,6.0,0.0,0.0,63.0,181.0,12.0,24.0,342,L
UFC Fight Night: Anderson vs. Blachowicz,Casey Kenney vs. Merab Dvalishvili,Merab Dvalishvili,0.0,63.0,181.0,114.0,241.0,12.0,24.0,0.0,342,0.0,30.0,137.0,14.0,23.0,19.0,21.0,43.0,156.0,7.0,8.0,13.0,17.0,45.0,118.0,0.0,0.0,5,W
UFC Fight Night: Anderson vs. Blachowicz,Corey Anderson vs. Jan Blachowicz,Corey Anderson,0.0,11.0,27.0,11.0,27.0,0.0,0.0,0.0,3,0.0,4.0,19.0,3.0,4.0,4.0,4.0,11.0,27.0,0.0,0.0,0.0,0.0,13.0,31.0,0.0,0.0,2,L
UFC Fight Night: Anderson vs. Blachowicz,Corey Anderson vs. Jan Blachowicz,Jan Blachowicz,1.0,13.0,31.0,13.0,31.0,0.0,0.0,0.0,2,0.0,11.0,27.0,1.0,3.0,1.0,1.0,12.0,29.0,0.0,1.0,1.0,1.0,11.0,27.0,0.0,0.0,3,W
UFC Fight Night: Anderson vs. Blachowicz,Devin Clark vs. Dequan Townsend,Dequan Townsend,0.0,6.0,36.0,37.0,69.0,0.0,0.0,0.0,0,0.0,4.0,33.0,2.0,3.0,0.0,0.0,2.0,32.0,4.0,4.0,0.0,0.0,39.0,54.0,3.0,4.0,606,L
UFC Fight Night: Anderson vs. Blachowicz,Devin Clark vs. Dequan Townsend,Devin Clark,0.0,39.0,54.0,122.0,150.0,3.0,4.0,0.0,606,0.0,19.0,32.0,13.0,14.0,7.0,8.0,9.0,20.0,3.0,4.0,27.0,30.0,6.0,36.0,0.0,0.0,0,W
UFC Fight Night: Anderson vs. Blachowicz,Diego Sanchez vs. Michel Pereira,Diego Sanchez,0.0,25.0,64.0,29.0,68.0,0.0,6.0,0.0,10,0.0,6.0,34.0,10.0,17.0,9.0,13.0,23.0,61.0,1.0,2.0,1.0,1.0,53.0,91.0,2.0,2.0,50,W
UFC Fight Night: Anderson vs. Blachowicz,Diego Sanchez vs. Michel Pereira,Michel Pereira,1.0,53.0,91.0,56.0,94.0,2.0,2.0,0.0,50,0.0,20.0,52.0,28.0,33.0,5.0,6.0,39.0,75.0,10.0,11.0,4.0,5.0,25.0,64.0,0.0,6.0,10,L
UFC Fight Night: Anderson vs. Blachowicz,Jim Miller vs. Scott Holtzman,Jim Miller,0.0,58.0,121.0,66.0,131.0,0.0,2.0,0.0,27,0.0,33.0,93.0,13.0,15.0,12.0,13.0,44.0,104.0,11.0,14.0,3.0,3.0,88.0,197.0,1.0,1.0,297,L
UFC Fight Night: Anderson vs. Blachowicz,Jim Miller vs. Scott Holtzman,Scott Holtzman,0.0,88.0,197.0,120.0,231.0,1.0,1.0,0.0,297,0.0,77.0,180.0,5.0,8.0,6.0,9.0,70.0,169.0,10.0,16.0,8.0,12.0,58.0,121.0,0.0,2.0,27,W
UFC Fight Night: Anderson vs. Blachowicz,John Dodson vs. Nathaniel Wood,John Dodson,1.0,39.0,72.0,57.0,91.0,0.0,0.0,0.0,118,0.0,31.0,64.0,5.0,5.0,3.0,3.0,31.0,62.0,4.0,5.0,4.0,5.0,46.0,99.0,1.0,1.0,47,W
UFC Fight Night: Anderson vs. Blachowicz,John Dodson vs. Nathaniel Wood,Nathaniel Wood,0.0,46.0,99.0,68.0,124.0,1.0,1.0,0.0,47,0.0,24.0,63.0,6.0,15.0,16.0,21.0,40.0,92.0,5.0,6.0,1.0,1.0,39.0,72.0,0.0,0.0,118,L
UFC Fight Night: Anderson vs. Blachowicz,Lando Vannata vs. Yancy Medeiros,Lando Vannata,0.0,99.0,188.0,100.0,189.0,0.0,3.0,0.0,4,0.0,36.0,107.0,29.0,38.0,34.0,43.0,98.0,185.0,1.0,3.0,0.0,0.0,68.0,193.0,0.0,1.0,0,W
UFC Fight Night: Anderson vs. Blachowicz,Lando Vannata vs. Yancy Medeiros,Yancy Medeiros,0.0,68.0,193.0,68.0,193.0,0.0,1.0,0.0,0,0.0,42.0,163.0,14.0,17.0,12.0,13.0,66.0,191.0,2.0,2.0,0.0,0.0,99.0,188.0,0.0,3.0,4,L
UFC Fight Night: Anderson vs. Blachowicz,Macy Chiasson vs. Shanna Young,Macy Chiasson,0.0,86.0,166.0,154.0,253.0,3.0,8.0,0.0,513,0.0,48.0,120.0,38.0,46.0,0.0,0.0,16.0,49.0,45.0,61.0,25.0,56.0,40.0,71.0,0.0,1.0,22,W
UFC Fight Night: Anderson vs. Blachowicz,Macy Chiasson vs. Shanna Young,Shanna Young,0.0,40.0,71.0,50.0,83.0,0.0,1.0,0.0,22,0.0,32.0,57.0,7.0,12.0,1.0,2.0,24.0,54.0,16.0,17.0,0.0,0.0,86.0,166.0,3.0,8.0,513,L
UFC Fight Night: Anderson vs. Blachowicz,Mark De La Rosa vs. Raulian Paiva,Mark De La Rosa,0.0,45.0,124.0,45.0,124.0,0.0,2.0,0.0,0,0.0,21.0,91.0,15.0,24.0,9.0,9.0,44.0,122.0,1.0,2.0,0.0,0.0,54.0,126.0,0.0,0.0,107,L
UFC Fight Night: Anderson vs. Blachowicz,Mark De La Rosa vs. Raulian Paiva,Raulian Paiva,1.0,54.0,126.0,67.0,139.0,0.0,0.0,0.0,107,0.0,33.0,98.0,10.0,13.0,11.0,15.0,45.0,116.0,8.0,9.0,1.0,1.0,45.0,124.0,0.0,2.0,0,W
UFC Fight Night: Anderson vs. Blachowicz,Montana De La Rosa vs. Mara Romero Borella,Mara Romero Borella,0.0,23.0,53.0,64.0,99.0,1.0,2.0,0.0,108,0.0,15.0,44.0,3.0,4.0,5.0,5.0,15.0,44.0,5.0,6.0,3.0,3.0,27.0,67.0,1.0,3.0,510,L
UFC Fight Night: Anderson vs. Blachowicz,Montana De La Rosa vs. Mara Romero Borella,Montana De La Rosa,1.0,27.0,67.0,74.0,128.0,1.0,3.0,1.0,510,0.0,15.0,51.0,8.0,10.0,4.0,6.0,14.0,51.0,4.0,6.0,9.0,10.0,23.0,53.0,1.0,2.0,108,W
UFC Fight Night: Anderson vs. Blachowicz,Rogerio Bontorin vs. Ray Borg,Ray Borg,0.0,35.0,45.0,60.0,74.0,10.0,19.0,0.0,682,0.0,35.0,44.0,0.0,1.0,0.0,0.0,2.0,7.0,12.0,16.0,21.0,22.0,9.0,20.0,0.0,2.0,104,W
UFC Fight Night: Anderson vs. Blachowicz,Rogerio Bontorin vs. Ray Borg,Rogerio Bontorin,0.0,9.0,20.0,24.0,35.0,0.0,2.0,0.0,104,0.0,3.0,14.0,5.0,5.0,1.0,1.0,3.0,13.0,5.0,6.0,1.0,1.0,35.0,45.0,10.0,19.0,682,L
UFC Fight Night: Anderson vs. Blachowicz,Tim Means vs. Daniel Rodriguez,Daniel Rodriguez,1.0,49.0,121.0,49.0,121.0,0.0,0.0,1.0,5,0.0,37.0,107.0,5.0,7.0,7.0,7.0,49.0,119.0,0.0,2.0,0.0,0.0,41.0,95.0,1.0,3.0,11,W
UFC Fight Night: Anderson vs. Blachowicz,Tim Means vs. Daniel Rodriguez,Tim Means,0.0,41.0,95.0,41.0,95.0,1.0,3.0,0.0,11,0.0,19.0,61.0,12.0,24.0,10.0,10.0,41.0,92.0,0.0,3.0,0.0,0.0,49.0,121.0,0.0,0.0,5,L
UFC Fight Night: Andrade vs. Blanchfield,AJ Fletcher vs. Themba Gorimbo,AJ Fletcher,0.0,7.0,17.0,23.0,35.0,0.0,0.0,1.0,201,1.0,6.0,13.0,0.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,5.0,9.0,6.0,10.0,2.0,2.0,120,W
UFC Fight Night: Andrade vs. Blanchfield,AJ Fletcher vs. Themba Gorimbo,Themba Gorimbo,0.0,6.0,10.0,15.0,26.0,2.0,2.0,0.0,120,1.0,2.0,6.0,3.0,3.0,1.0,1.0,5.0,9.0,1.0,1.0,0.0,0.0,7.0,17.0,0.0,0.0,201,L
UFC Fight Night: Andrade vs. Blanchfield,Clayton Carpenter vs. Juancamilo Ronderos,Clayton Carpenter,0.0,3.0,5.0,3.0,5.0,0.0,0.0,3.0,79,1.0,2.0,4.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,82,W
UFC Fight Night: Andrade vs. Blanchfield,Clayton Carpenter vs. Juancamilo Ronderos,Juancamilo Ronderos,0.0,1.0,7.0,46.0,56.0,1.0,1.0,0.0,82,0.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,79,L
UFC Fight Night: Andrade vs. Blanchfield,Jamall Emmers vs. Khusein Askhabov,Jamall Emmers,0.0,62.0,144.0,79.0,170.0,1.0,3.0,0.0,285,0.0,27.0,82.0,18.0,26.0,17.0,36.0,44.0,119.0,10.0,12.0,8.0,13.0,30.0,114.0,0.0,6.0,58,W
UFC Fight Night: Andrade vs. Blanchfield,Jamall Emmers vs. Khusein Askhabov,Khusein Askhabov,0.0,30.0,114.0,40.0,127.0,0.0,6.0,0.0,58,2.0,15.0,88.0,7.0,9.0,8.0,17.0,25.0,104.0,5.0,10.0,0.0,0.0,62.0,144.0,1.0,3.0,285,L
UFC Fight Night: Andrade vs. Blanchfield,Jessica Andrade vs. Erin Blanchfield,Erin Blanchfield,0.0,51.0,120.0,53.0,124.0,1.0,3.0,1.0,63,0.0,38.0,105.0,2.0,4.0,11.0,11.0,50.0,117.0,1.0,3.0,0.0,0.0,53.0,143.0,0.0,1.0,0,W
UFC Fight Night: Andrade vs. Blanchfield,Jessica Andrade vs. Erin Blanchfield,Jessica Andrade,0.0,53.0,143.0,56.0,147.0,0.0,1.0,0.0,0,0.0,28.0,107.0,5.0,16.0,20.0,20.0,50.0,137.0,3.0,6.0,0.0,0.0,51.0,120.0,1.0,3.0,63,L
UFC Fight Night: Andrade vs. Blanchfield,Jim Miller vs. Alexander Hernandez,Alexander Hernandez,0.0,108.0,234.0,111.0,238.0,0.0,1.0,0.0,23,1.0,62.0,169.0,39.0,50.0,7.0,15.0,98.0,223.0,3.0,3.0,7.0,8.0,67.0,185.0,0.0,1.0,40,W
UFC Fight Night: Andrade vs. Blanchfield,Jim Miller vs. Alexander Hernandez,Jim Miller,0.0,67.0,185.0,68.0,186.0,0.0,1.0,1.0,40,0.0,32.0,137.0,16.0,25.0,19.0,23.0,64.0,182.0,3.0,3.0,0.0,0.0,108.0,234.0,0.0,1.0,23,L
UFC Fight Night: Andrade vs. Blanchfield,Jordan Wright vs. Zac Pauga,Jordan Wright,0.0,29.0,78.0,199.0,261.0,0.0,1.0,0.0,13,0.0,15.0,55.0,13.0,21.0,1.0,2.0,18.0,65.0,11.0,13.0,0.0,0.0,59.0,85.0,0.0,6.0,520,L
UFC Fight Night: Andrade vs. Blanchfield,Jordan Wright vs. Zac Pauga,Zac Pauga,0.0,59.0,85.0,85.0,114.0,0.0,6.0,0.0,520,0.0,31.0,54.0,21.0,24.0,7.0,7.0,21.0,42.0,38.0,43.0,0.0,0.0,29.0,78.0,0.0,1.0,13,W
UFC Fight Night: Andrade vs. Blanchfield,Josh Parisian vs. Jamal Pogues,Jamal Pogues,0.0,33.0,60.0,49.0,79.0,5.0,11.0,0.0,349,0.0,29.0,56.0,3.0,3.0,1.0,1.0,20.0,47.0,9.0,9.0,4.0,4.0,37.0,113.0,1.0,2.0,72,W
UFC Fight Night: Andrade vs. Blanchfield,Josh Parisian vs. Jamal Pogues,Josh Parisian,0.0,37.0,113.0,51.0,137.0,1.0,2.0,0.0,72,0.0,19.0,85.0,14.0,23.0,4.0,5.0,35.0,110.0,2.0,3.0,0.0,0.0,33.0,60.0,5.0,11.0,349,L
UFC Fight Night: Andrade vs. Blanchfield,Lina Lansberg vs. Mayra Bueno Silva,Lina Lansberg,0.0,25.0,50.0,40.0,72.0,0.0,0.0,0.0,21,1.0,16.0,41.0,7.0,7.0,2.0,2.0,18.0,43.0,7.0,7.0,0.0,0.0,39.0,69.0,2.0,3.0,309,L
UFC Fight Night: Andrade vs. Blanchfield,Lina Lansberg vs. Mayra Bueno Silva,Mayra Bueno Silva,0.0,39.0,69.0,58.0,90.0,2.0,3.0,1.0,309,0.0,13.0,38.0,17.0,20.0,9.0,11.0,21.0,47.0,11.0,13.0,7.0,9.0,25.0,50.0,0.0,0.0,21,W
