event,bout,fighter,kd,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,sub_att,ctrl_time,reversals,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted,sig_str_landed_opp,sig_str_attempted_opp,td_landed_opp,td_attempted_opp,ctrl_time_opp,result
UFC 141: Lesnar vs Overeem,Ross Pearson vs. Junior Assuncao,Ross Pearson,0.0,52.0,89.0,87.0,127.0,1.0,1.0,0.0,116,0.0,28.0,55.0,16.0,23.0,8.0,11.0,39.0,71.0,13.0,18.0,0.0,0.0,43.0,69.0,3.0,18.0,340,W
UFC 141: Lesnar vs Overeem,Vladimir Matyushenko vs. Alexander Gustafsson,Alexander Gustafsson,1.0,10.0,21.0,14.0,26.0,0.0,0.0,0.0,4,0.0,7.0,17.0,1.0,1.0,2.0,3.0,6.0,15.0,0.0,0.0,4.0,6.0,5.0,8.0,0.0,0.0,0,W
UFC 141: Lesnar vs Overeem,Vladimir Matyushenko vs. Alexander Gustafsson,Vladimir Matyushenko,0.0,5.0,8.0,7.0,11.0,0.0,0.0,0.0,0,0.0,4.0,7.0,1.0,1.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,10.0,21.0,0.0,0.0,4,L
UFC 142: Aldo vs Mendes,Edson Barboza vs. Terry Etim,Edson Barboza,1.0,47.0,129.0,47.0,129.0,0.0,0.0,0.0,1,0.0,14.0,61.0,10.0,36.0,23.0,32.0,43.0,125.0,4.0,4.0,0.0,0.0,26.0,105.0,2.0,6.0,16,W
UFC 142: Aldo vs Mendes,Edson Barboza vs. Terry Etim,Terry Etim,0.0,26.0,105.0,26.0,105.0,2.0,6.0,0.0,16,0.0,15.0,91.0,3.0,5.0,8.0,9.0,24.0,103.0,2.0,2.0,0.0,0.0,47.0,129.0,0.0,0.0,1,L
UFC 142: Aldo vs Mendes,Erick Silva vs. Carlo Prater,Carlo Prater,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,4,W
UFC 142: Aldo vs Mendes,Erick Silva vs. Carlo Prater,Erick Silva,0.0,8.0,10.0,12.0,15.0,0.0,0.0,0.0,4,0.0,7.0,9.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,2.0,0,L
UFC 142: Aldo vs Mendes,Felipe Arantes vs. Antonio Carvalho,Antonio Carvalho,0.0,37.0,153.0,65.0,185.0,0.0,3.0,0.0,139,0.0,21.0,131.0,8.0,12.0,8.0,10.0,30.0,140.0,4.0,6.0,3.0,7.0,53.0,122.0,0.0,0.0,167,L
UFC 142: Aldo vs Mendes,Felipe Arantes vs. Antonio Carvalho,Felipe Arantes,0.0,53.0,122.0,72.0,144.0,0.0,0.0,0.0,167,0.0,36.0,100.0,9.0,11.0,8.0,11.0,47.0,110.0,2.0,5.0,4.0,7.0,37.0,153.0,0.0,3.0,139,W
UFC 142: Aldo vs Mendes,Gabriel Gonzaga vs. Ednaldo Oliveira,Ednaldo Oliveira,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,2.0,79,L
UFC 142: Aldo vs Mendes,Gabriel Gonzaga vs. Ednaldo Oliveira,Gabriel Gonzaga,0.0,2.0,7.0,4.0,9.0,2.0,2.0,1.0,79,0.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,0,W
UFC 142: Aldo vs Mendes,Iuri Alcantara vs. Michihiro Omigawa,Iuri Alcantara,0.0,60.0,137.0,101.0,181.0,0.0,0.0,2.0,258,0.0,46.0,121.0,13.0,15.0,1.0,1.0,44.0,121.0,2.0,2.0,14.0,14.0,24.0,48.0,1.0,4.0,171,W
UFC 142: Aldo vs Mendes,Iuri Alcantara vs. Michihiro Omigawa,Michihiro Omigawa,0.0,24.0,48.0,74.0,107.0,1.0,4.0,0.0,171,1.0,20.0,42.0,4.0,6.0,0.0,0.0,23.0,47.0,1.0,1.0,0.0,0.0,60.0,137.0,0.0,0.0,258,L
UFC 142: Aldo vs Mendes,Jose Aldo vs. Chad Mendes,Chad Mendes,0.0,13.0,23.0,18.0,28.0,0.0,7.0,0.0,55,0.0,1.0,9.0,1.0,1.0,11.0,13.0,9.0,19.0,4.0,4.0,0.0,0.0,11.0,23.0,0.0,0.0,2,L
UFC 142: Aldo vs Mendes,Jose Aldo vs. Chad Mendes,Jose Aldo,1.0,11.0,23.0,15.0,27.0,0.0,0.0,0.0,2,0.0,6.0,14.0,1.0,1.0,4.0,8.0,7.0,18.0,1.0,2.0,3.0,3.0,13.0,23.0,0.0,7.0,55,W
UFC 142: Aldo vs Mendes,Ricardo Funch vs. Mike Pyle,Mike Pyle,1.0,11.0,24.0,14.0,27.0,0.0,0.0,0.0,3,0.0,6.0,19.0,3.0,3.0,2.0,2.0,6.0,16.0,2.0,2.0,3.0,6.0,2.0,8.0,0.0,0.0,0,W
UFC 142: Aldo vs Mendes,Ricardo Funch vs. Mike Pyle,Ricardo Funch,0.0,2.0,8.0,4.0,10.0,0.0,0.0,0.0,0,0.0,1.0,6.0,0.0,1.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,11.0,24.0,0.0,0.0,3,L
UFC 142: Aldo vs Mendes,Rousimar Palhares vs. Mike Massenzio,Mike Massenzio,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,2,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,1.0,1,L
UFC 142: Aldo vs Mendes,Rousimar Palhares vs. Mike Massenzio,Rousimar Palhares,0.0,4.0,8.0,4.0,8.0,0.0,1.0,1.0,1,0.0,0.0,3.0,0.0,0.0,4.0,5.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2,W
UFC 142: Aldo vs Mendes,Thiago Tavares vs. Sam Stout,Sam Stout,0.0,45.0,172.0,52.0,179.0,0.0,0.0,0.0,21,0.0,18.0,137.0,22.0,27.0,5.0,8.0,40.0,165.0,5.0,7.0,0.0,0.0,50.0,128.0,2.0,11.0,142,L
UFC 142: Aldo vs Mendes,Thiago Tavares vs. Sam Stout,Thiago Tavares,0.0,50.0,128.0,57.0,136.0,2.0,11.0,0.0,142,0.0,22.0,92.0,24.0,30.0,4.0,6.0,49.0,127.0,1.0,1.0,0.0,0.0,45.0,172.0,0.0,0.0,21,W
UFC 142: Aldo vs Mendes,Vitor Belfort vs. Anthony Johnson,Anthony Johnson,0.0,4.0,16.0,14.0,28.0,2.0,8.0,0.0,131,0.0,3.0,14.0,1.0,1.0,0.0,1.0,3.0,11.0,0.0,1.0,1.0,4.0,14.0,29.0,0.0,0.0,72,L
UFC 142: Aldo vs Mendes,Vitor Belfort vs. Anthony Johnson,Vitor Belfort,0.0,14.0,29.0,37.0,54.0,0.0,0.0,1.0,72,0.0,14.0,28.0,0.0,1.0,0.0,0.0,2.0,10.0,1.0,6.0,11.0,13.0,4.0,16.0,2.0,8.0,131,W
UFC 143: Diaz vs Condit,Alex Caceres vs. Edwin Figueroa,Alex Caceres,0.0,55.0,89.0,76.0,113.0,1.0,1.0,7.0,362,0.0,35.0,63.0,13.0,19.0,7.0,7.0,52.0,85.0,2.0,2.0,1.0,2.0,41.0,81.0,0.0,0.0,142,L
UFC 143: Diaz vs Condit,Alex Caceres vs. Edwin Figueroa,Edwin Figueroa,1.0,41.0,81.0,53.0,95.0,0.0,0.0,0.0,142,0.0,24.0,59.0,9.0,13.0,8.0,9.0,26.0,58.0,5.0,5.0,10.0,18.0,55.0,89.0,1.0,1.0,362,W
UFC 143: Diaz vs Condit,Dan Stittgen vs. Stephen Thompson,Dan Stittgen,0.0,8.0,22.0,8.0,22.0,0.0,0.0,0.0,0,0.0,0.0,5.0,1.0,5.0,7.0,12.0,8.0,22.0,0.0,0.0,0.0,0.0,22.0,38.0,0.0,0.0,1,L
UFC 143: Diaz vs Condit,Dan Stittgen vs. Stephen Thompson,Stephen Thompson,1.0,22.0,38.0,22.0,38.0,0.0,0.0,0.0,1,0.0,9.0,23.0,7.0,9.0,6.0,6.0,20.0,36.0,0.0,0.0,2.0,2.0,8.0,22.0,0.0,0.0,0,W
UFC 143: Diaz vs Condit,Dustin Poirier vs. Max Holloway,Dustin Poirier,0.0,11.0,25.0,15.0,29.0,1.0,3.0,3.0,88,0.0,6.0,19.0,0.0,1.0,5.0,5.0,7.0,21.0,2.0,2.0,2.0,2.0,11.0,32.0,0.0,0.0,7,W
UFC 143: Diaz vs Condit,Dustin Poirier vs. Max Holloway,Max Holloway,0.0,11.0,32.0,11.0,32.0,0.0,0.0,0.0,7,0.0,8.0,26.0,2.0,5.0,1.0,1.0,11.0,30.0,0.0,2.0,0.0,0.0,11.0,25.0,1.0,3.0,88,L
UFC 143: Diaz vs Condit,Ed Herman vs. Clifford Starks,Clifford Starks,0.0,16.0,36.0,35.0,61.0,0.0,0.0,0.0,180,1.0,16.0,36.0,0.0,0.0,0.0,0.0,13.0,32.0,3.0,4.0,0.0,0.0,28.0,57.0,2.0,4.0,83,L
UFC 143: Diaz vs Condit,Ed Herman vs. Clifford Starks,Ed Herman,0.0,28.0,57.0,53.0,88.0,2.0,4.0,2.0,83,0.0,10.0,36.0,14.0,15.0,4.0,6.0,13.0,41.0,15.0,16.0,0.0,0.0,16.0,36.0,0.0,0.0,180,W
UFC 143: Diaz vs Condit,Josh Koscheck vs. Mike Pierce,Josh Koscheck,0.0,33.0,95.0,47.0,110.0,2.0,3.0,0.0,157,0.0,22.0,84.0,11.0,11.0,0.0,0.0,21.0,81.0,11.0,13.0,1.0,1.0,41.0,119.0,1.0,5.0,159,W
UFC 143: Diaz vs Condit,Josh Koscheck vs. Mike Pierce,Mike Pierce,0.0,41.0,119.0,62.0,141.0,1.0,5.0,0.0,159,0.0,30.0,104.0,8.0,12.0,3.0,3.0,32.0,109.0,9.0,10.0,0.0,0.0,33.0,95.0,2.0,3.0,157,L
UFC 143: Diaz vs Condit,Matt Brown vs. Chris Cope,Chris Cope,0.0,20.0,82.0,24.0,87.0,0.0,0.0,0.0,69,0.0,8.0,68.0,5.0,7.0,7.0,7.0,16.0,76.0,4.0,6.0,0.0,0.0,48.0,71.0,1.0,3.0,80,L
UFC 143: Diaz vs Condit,Matt Brown vs. Chris Cope,Matt Brown,1.0,48.0,71.0,48.0,71.0,1.0,3.0,0.0,80,0.0,24.0,42.0,15.0,19.0,9.0,10.0,35.0,54.0,9.0,13.0,4.0,4.0,20.0,82.0,0.0,0.0,69,W
UFC 143: Diaz vs Condit,Matthew Riddle vs. Henry Martinez,Henry Martinez,0.0,67.0,169.0,70.0,173.0,0.0,1.0,0.0,0,0.0,50.0,149.0,3.0,6.0,14.0,14.0,67.0,169.0,0.0,0.0,0.0,0.0,74.0,158.0,2.0,3.0,140,L
UFC 143: Diaz vs Condit,Matthew Riddle vs. Henry Martinez,Matthew Riddle,0.0,74.0,158.0,112.0,200.0,2.0,3.0,0.0,140,0.0,30.0,101.0,30.0,42.0,14.0,15.0,63.0,145.0,1.0,2.0,10.0,11.0,67.0,169.0,0.0,1.0,0,W
UFC 143: Diaz vs Condit,Nick Diaz vs. Carlos Condit,Carlos Condit,0.0,151.0,320.0,159.0,329.0,0.0,0.0,0.0,4,0.0,52.0,192.0,31.0,41.0,68.0,87.0,150.0,318.0,1.0,2.0,0.0,0.0,105.0,246.0,1.0,3.0,105,W
UFC 143: Diaz vs Condit,Nick Diaz vs. Carlos Condit,Nick Diaz,0.0,105.0,246.0,117.0,258.0,1.0,3.0,0.0,105,0.0,57.0,177.0,42.0,59.0,6.0,10.0,103.0,242.0,1.0,3.0,1.0,1.0,151.0,320.0,0.0,0.0,4,L
UFC 143: Diaz vs Condit,Rafael Natal vs. Michael Kuiper,Michael Kuiper,1.0,30.0,62.0,68.0,100.0,0.0,0.0,0.0,222,1.0,24.0,52.0,3.0,4.0,3.0,6.0,8.0,26.0,4.0,12.0,18.0,24.0,36.0,72.0,6.0,16.0,384,L
UFC 143: Diaz vs Condit,Rafael Natal vs. Michael Kuiper,Rafael Natal,0.0,36.0,72.0,61.0,98.0,6.0,16.0,2.0,384,0.0,25.0,56.0,5.0,8.0,6.0,8.0,24.0,51.0,11.0,19.0,1.0,2.0,30.0,62.0,0.0,0.0,222,W
UFC 143: Diaz vs Condit,Renan Barao vs. Scott Jorgensen,Renan Barao,0.0,104.0,299.0,129.0,324.0,0.0,0.0,0.0,115,0.0,68.0,250.0,16.0,23.0,20.0,26.0,102.0,296.0,2.0,3.0,0.0,0.0,73.0,206.0,0.0,7.0,11,W
UFC 143: Diaz vs Condit,Renan Barao vs. Scott Jorgensen,Scott Jorgensen,0.0,73.0,206.0,82.0,215.0,0.0,7.0,0.0,11,0.0,52.0,179.0,14.0,18.0,7.0,9.0,72.0,205.0,1.0,1.0,0.0,0.0,104.0,299.0,0.0,0.0,115,L
UFC 143: Diaz vs Condit,Roy Nelson vs. Fabricio Werdum,Fabricio Werdum,0.0,91.0,136.0,98.0,145.0,0.0,1.0,0.0,65,0.0,47.0,88.0,24.0,27.0,20.0,21.0,78.0,121.0,13.0,15.0,0.0,0.0,26.0,69.0,0.0,0.0,164,W
UFC 143: Diaz vs Condit,Roy Nelson vs. Fabricio Werdum,Roy Nelson,0.0,26.0,69.0,55.0,99.0,0.0,0.0,1.0,164,0.0,18.0,60.0,5.0,5.0,3.0,4.0,21.0,59.0,4.0,9.0,1.0,1.0,91.0,136.0,0.0,1.0,65,L
UFC 144: Edgar vs Henderson,Anthony Pettis vs. Joe Lauzon,Anthony Pettis,1.0,9.0,20.0,9.0,20.0,0.0,0.0,0.0,2,0.0,8.0,17.0,0.0,1.0,1.0,2.0,6.0,16.0,0.0,0.0,3.0,4.0,0.0,8.0,0.0,0.0,0,W
UFC 144: Edgar vs Henderson,Anthony Pettis vs. Joe Lauzon,Joe Lauzon,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,9.0,20.0,0.0,0.0,2,L
UFC 144: Edgar vs Henderson,Frankie Edgar vs. Benson Henderson,Benson Henderson,0.0,87.0,264.0,100.0,277.0,1.0,1.0,3.0,37,0.0,50.0,212.0,25.0,32.0,12.0,20.0,71.0,240.0,8.0,11.0,8.0,13.0,68.0,190.0,5.0,12.0,127,W
UFC 144: Edgar vs Henderson,Frankie Edgar vs. Benson Henderson,Frankie Edgar,0.0,68.0,190.0,81.0,204.0,5.0,12.0,0.0,127,0.0,33.0,132.0,18.0,37.0,17.0,21.0,57.0,177.0,6.0,6.0,5.0,7.0,87.0,264.0,1.0,1.0,37,L
UFC 144: Edgar vs Henderson,Hatsu Hioki vs. Bart Palaszewski,Bart Palaszewski,0.0,26.0,78.0,31.0,84.0,0.0,0.0,1.0,14,0.0,10.0,45.0,6.0,10.0,10.0,23.0,25.0,77.0,1.0,1.0,0.0,0.0,67.0,111.0,2.0,5.0,501,L
UFC 144: Edgar vs Henderson,Hatsu Hioki vs. Bart Palaszewski,Hatsu Hioki,0.0,67.0,111.0,175.0,221.0,2.0,5.0,2.0,501,1.0,48.0,86.0,15.0,21.0,4.0,4.0,31.0,68.0,2.0,2.0,34.0,41.0,26.0,78.0,0.0,0.0,14,W
UFC 144: Edgar vs Henderson,Mark Hunt vs. Cheick Kongo,Cheick Kongo,0.0,5.0,12.0,5.0,12.0,0.0,0.0,0.0,7,0.0,2.0,7.0,2.0,2.0,1.0,3.0,4.0,11.0,1.0,1.0,0.0,0.0,10.0,16.0,0.0,0.0,18,L
UFC 144: Edgar vs Henderson,Mark Hunt vs. Cheick Kongo,Mark Hunt,1.0,10.0,16.0,10.0,16.0,0.0,0.0,0.0,18,0.0,8.0,14.0,0.0,0.0,2.0,2.0,9.0,15.0,0.0,0.0,1.0,1.0,5.0,12.0,0.0,0.0,7,W
UFC 144: Edgar vs Henderson,Norifumi Yamamoto vs. Vaughan Lee,Norifumi Yamamoto,0.0,21.0,49.0,21.0,49.0,1.0,2.0,0.0,40,0.0,19.0,45.0,2.0,4.0,0.0,0.0,17.0,40.0,4.0,9.0,0.0,0.0,14.0,30.0,0.0,1.0,4,L
UFC 144: Edgar vs Henderson,Norifumi Yamamoto vs. Vaughan Lee,Vaughan Lee,1.0,14.0,30.0,32.0,48.0,0.0,1.0,2.0,4,0.0,9.0,24.0,4.0,5.0,1.0,1.0,7.0,22.0,7.0,8.0,0.0,0.0,21.0,49.0,1.0,2.0,40,W
UFC 144: Edgar vs Henderson,Quinton Jackson vs. Ryan Bader,Quinton Jackson,0.0,16.0,39.0,30.0,53.0,1.0,4.0,0.0,21,0.0,8.0,29.0,6.0,8.0,2.0,2.0,9.0,31.0,6.0,6.0,1.0,2.0,55.0,101.0,4.0,9.0,529,L
UFC 144: Edgar vs Henderson,Quinton Jackson vs. Ryan Bader,Ryan Bader,0.0,55.0,101.0,109.0,158.0,4.0,9.0,0.0,529,0.0,27.0,71.0,9.0,9.0,19.0,21.0,20.0,55.0,10.0,13.0,25.0,33.0,16.0,39.0,1.0,4.0,21,W
UFC 144: Edgar vs Henderson,Riki Fukuda vs. Steve Cantwell,Riki Fukuda,0.0,124.0,242.0,187.0,310.0,3.0,6.0,0.0,216,0.0,86.0,190.0,15.0,21.0,23.0,31.0,99.0,193.0,19.0,37.0,6.0,12.0,47.0,148.0,1.0,1.0,12,W
UFC 144: Edgar vs Henderson,Riki Fukuda vs. Steve Cantwell,Steve Cantwell,0.0,47.0,148.0,49.0,151.0,1.0,1.0,1.0,12,0.0,29.0,112.0,12.0,28.0,6.0,8.0,33.0,125.0,14.0,23.0,0.0,0.0,124.0,242.0,3.0,6.0,216,L
UFC 144: Edgar vs Henderson,Takanori Gomi vs. Eiji Mitsuoka,Eiji Mitsuoka,1.0,32.0,66.0,34.0,69.0,1.0,4.0,1.0,87,0.0,31.0,64.0,0.0,1.0,1.0,1.0,32.0,65.0,0.0,1.0,0.0,0.0,48.0,107.0,0.0,0.0,26,L
UFC 144: Edgar vs Henderson,Takanori Gomi vs. Eiji Mitsuoka,Takanori Gomi,0.0,48.0,107.0,95.0,156.0,0.0,0.0,0.0,26,0.0,34.0,87.0,11.0,17.0,3.0,3.0,31.0,85.0,10.0,14.0,7.0,8.0,32.0,66.0,1.0,4.0,87,W
UFC 144: Edgar vs Henderson,Takeya Mizugaki vs. Chris Cariaso,Chris Cariaso,0.0,37.0,77.0,75.0,119.0,0.0,1.0,0.0,82,1.0,21.0,58.0,15.0,18.0,1.0,1.0,14.0,49.0,23.0,28.0,0.0,0.0,28.0,88.0,2.0,4.0,483,W
UFC 144: Edgar vs Henderson,Takeya Mizugaki vs. Chris Cariaso,Takeya Mizugaki,0.0,28.0,88.0,70.0,141.0,2.0,4.0,0.0,483,0.0,20.0,74.0,6.0,8.0,2.0,6.0,6.0,51.0,8.0,12.0,14.0,25.0,37.0,77.0,0.0,1.0,82,L
UFC 144: Edgar vs Henderson,Yoshihiro Akiyama vs. Jake Shields,Jake Shields,0.0,91.0,201.0,119.0,232.0,2.0,14.0,0.0,224,0.0,49.0,142.0,24.0,32.0,18.0,27.0,79.0,177.0,11.0,23.0,1.0,1.0,33.0,97.0,2.0,4.0,67,W
UFC 144: Edgar vs Henderson,Yoshihiro Akiyama vs. Jake Shields,Yoshihiro Akiyama,0.0,33.0,97.0,52.0,118.0,2.0,4.0,0.0,67,0.0,29.0,92.0,2.0,3.0,2.0,2.0,28.0,90.0,5.0,7.0,0.0,0.0,91.0,201.0,2.0,14.0,224,L
UFC 144: Edgar vs Henderson,Yushin Okami vs. Tim Boetsch,Tim Boetsch,1.0,42.0,93.0,47.0,99.0,0.0,1.0,1.0,6,0.0,36.0,79.0,3.0,9.0,3.0,5.0,26.0,76.0,11.0,12.0,5.0,5.0,29.0,75.0,1.0,2.0,242,W
UFC 144: Edgar vs Henderson,Yushin Okami vs. Tim Boetsch,Yushin Okami,0.0,29.0,75.0,43.0,91.0,1.0,2.0,0.0,242,0.0,26.0,72.0,2.0,2.0,1.0,1.0,19.0,58.0,0.0,0.0,10.0,17.0,42.0,93.0,0.0,1.0,6,L
UFC 144: Edgar vs Henderson,Zhang Tiequan vs. Issei Tamura,Issei Tamura,2.0,15.0,24.0,77.0,90.0,1.0,2.0,0.0,250,0.0,15.0,24.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,8.0,11.0,6.0,19.0,0.0,0.0,1,W
UFC 144: Edgar vs Henderson,Zhang Tiequan vs. Issei Tamura,Zhang Tiequan,0.0,6.0,19.0,6.0,19.0,0.0,0.0,1.0,1,0.0,3.0,16.0,0.0,0.0,3.0,3.0,6.0,19.0,0.0,0.0,0.0,0.0,15.0,24.0,1.0,2.0,250,L
UFC 145: Jones vs Evans,Brendan Schaub vs. Ben Rothwell,Ben Rothwell,1.0,8.0,17.0,8.0,18.0,0.0,0.0,0.0,2,0.0,6.0,15.0,2.0,2.0,0.0,0.0,5.0,12.0,2.0,2.0,1.0,3.0,9.0,17.0,0.0,0.0,8,W
UFC 145: Jones vs Evans,Brendan Schaub vs. Ben Rothwell,Brendan Schaub,0.0,9.0,17.0,9.0,17.0,0.0,0.0,0.0,8,0.0,9.0,17.0,0.0,0.0,0.0,0.0,7.0,15.0,2.0,2.0,0.0,0.0,8.0,17.0,0.0,0.0,2,L
UFC 145: Jones vs Evans,John Makdessi vs. Anthony Njokuani,Anthony Njokuani,0.0,73.0,152.0,75.0,154.0,0.0,0.0,0.0,0,0.0,29.0,84.0,23.0,40.0,21.0,28.0,71.0,150.0,2.0,2.0,0.0,0.0,39.0,116.0,0.0,0.0,0,W
UFC 145: Jones vs Evans,John Makdessi vs. Anthony Njokuani,John Makdessi,0.0,39.0,116.0,45.0,124.0,0.0,0.0,0.0,0,0.0,14.0,66.0,14.0,36.0,11.0,14.0,38.0,112.0,1.0,4.0,0.0,0.0,73.0,152.0,0.0,0.0,0,L
UFC 145: Jones vs Evans,Jon Jones vs. Rashad Evans,Jon Jones,0.0,105.0,214.0,116.0,228.0,1.0,2.0,0.0,60,0.0,68.0,154.0,19.0,37.0,18.0,23.0,86.0,187.0,18.0,25.0,1.0,2.0,45.0,151.0,0.0,4.0,9,W
UFC 145: Jones vs Evans,Jon Jones vs. Rashad Evans,Rashad Evans,0.0,45.0,151.0,49.0,155.0,0.0,4.0,0.0,9,0.0,16.0,104.0,13.0,27.0,16.0,20.0,39.0,137.0,6.0,11.0,0.0,3.0,105.0,214.0,1.0,2.0,60,L
UFC 145: Jones vs Evans,Keith Wisniewski vs. Chris Clements,Chris Clements,2.0,68.0,123.0,86.0,144.0,0.0,2.0,0.0,94,0.0,38.0,85.0,14.0,21.0,16.0,17.0,49.0,99.0,8.0,11.0,11.0,13.0,28.0,46.0,3.0,6.0,351,W
UFC 145: Jones vs Evans,Keith Wisniewski vs. Chris Clements,Keith Wisniewski,0.0,28.0,46.0,44.0,65.0,3.0,6.0,1.0,351,0.0,26.0,43.0,2.0,3.0,0.0,0.0,18.0,35.0,0.0,0.0,10.0,11.0,68.0,123.0,0.0,2.0,94,L
UFC 145: Jones vs Evans,Mac Danzig vs. Efrain Escudero,Efrain Escudero,0.0,56.0,133.0,107.0,186.0,0.0,2.0,1.0,60,0.0,24.0,94.0,15.0,20.0,17.0,19.0,44.0,119.0,12.0,14.0,0.0,0.0,67.0,119.0,1.0,5.0,335,L
UFC 145: Jones vs Evans,Mac Danzig vs. Efrain Escudero,Mac Danzig,0.0,67.0,119.0,130.0,190.0,1.0,5.0,0.0,335,0.0,24.0,75.0,27.0,28.0,16.0,16.0,46.0,95.0,21.0,24.0,0.0,0.0,56.0,133.0,0.0,2.0,60,W
UFC 145: Jones vs Evans,Marcus Brimage vs. Maximo Blanco,Marcus Brimage,0.0,24.0,136.0,24.0,136.0,0.0,0.0,0.0,1,0.0,15.0,108.0,2.0,11.0,7.0,17.0,24.0,132.0,0.0,3.0,0.0,1.0,18.0,78.0,0.0,3.0,1,W
UFC 145: Jones vs Evans,Marcus Brimage vs. Maximo Blanco,Maximo Blanco,0.0,18.0,78.0,18.0,78.0,0.0,3.0,0.0,1,0.0,9.0,59.0,4.0,10.0,5.0,9.0,17.0,74.0,1.0,3.0,0.0,1.0,24.0,136.0,0.0,0.0,1,L
UFC 145: Jones vs Evans,Mark Bocek vs. John Alessio,John Alessio,0.0,33.0,87.0,82.0,140.0,0.0,0.0,0.0,11,0.0,25.0,74.0,3.0,8.0,5.0,5.0,27.0,78.0,6.0,9.0,0.0,0.0,74.0,107.0,5.0,11.0,582,L
UFC 145: Jones vs Evans,Mark Bocek vs. John Alessio,Mark Bocek,0.0,74.0,107.0,117.0,153.0,5.0,11.0,0.0,582,0.0,50.0,80.0,2.0,3.0,22.0,24.0,20.0,47.0,16.0,17.0,38.0,43.0,33.0,87.0,0.0,0.0,11,W
UFC 145: Jones vs Evans,Mark Hominick vs. Eddie Yagin,Eddie Yagin,2.0,84.0,284.0,100.0,301.0,0.0,0.0,0.0,88,0.0,69.0,253.0,3.0,13.0,12.0,18.0,73.0,259.0,0.0,0.0,11.0,25.0,110.0,210.0,0.0,0.0,0,W
UFC 145: Jones vs Evans,Mark Hominick vs. Eddie Yagin,Mark Hominick,0.0,110.0,210.0,116.0,217.0,0.0,0.0,0.0,0,0.0,96.0,188.0,12.0,19.0,2.0,3.0,110.0,210.0,0.0,0.0,0.0,0.0,84.0,284.0,0.0,0.0,88,L
UFC 145: Jones vs Evans,Matt Brown vs. Stephen Thompson,Matt Brown,0.0,36.0,77.0,91.0,148.0,5.0,13.0,1.0,483,1.0,20.0,59.0,6.0,7.0,10.0,11.0,17.0,53.0,3.0,3.0,16.0,21.0,67.0,133.0,0.0,0.0,48,W
UFC 145: Jones vs Evans,Matt Brown vs. Stephen Thompson,Stephen Thompson,0.0,67.0,133.0,78.0,146.0,0.0,0.0,0.0,48,1.0,53.0,115.0,12.0,16.0,2.0,2.0,61.0,126.0,3.0,4.0,3.0,3.0,36.0,77.0,5.0,13.0,483,L
UFC 145: Jones vs Evans,Miguel Torres vs. Michael McDonald,Michael McDonald,1.0,16.0,59.0,16.0,59.0,0.0,0.0,0.0,2,0.0,13.0,55.0,3.0,4.0,0.0,0.0,14.0,56.0,0.0,0.0,2.0,3.0,8.0,29.0,0.0,0.0,0,W
UFC 145: Jones vs Evans,Miguel Torres vs. Michael McDonald,Miguel Torres,0.0,8.0,29.0,8.0,29.0,0.0,0.0,0.0,0,0.0,6.0,26.0,1.0,2.0,1.0,1.0,8.0,29.0,0.0,0.0,0.0,0.0,16.0,59.0,0.0,0.0,2,L
UFC 145: Jones vs Evans,Rory MacDonald vs. Che Mills,Che Mills,0.0,6.0,22.0,21.0,38.0,0.0,0.0,0.0,16,0.0,2.0,17.0,0.0,0.0,4.0,5.0,4.0,19.0,2.0,3.0,0.0,0.0,47.0,69.0,2.0,2.0,351,L
UFC 145: Jones vs Evans,Rory MacDonald vs. Che Mills,Rory MacDonald,0.0,47.0,69.0,75.0,99.0,2.0,2.0,0.0,351,0.0,45.0,66.0,2.0,2.0,0.0,1.0,3.0,9.0,0.0,0.0,44.0,60.0,6.0,22.0,0.0,0.0,16,W
