event,bout,round_number,fighter,kd,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,sub_att,ctrl_time,reversals,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted
UFC Fight Night: Adesanya vs. Pyfer,Navajo Stirling vs. Bruno Lopes,2.0,Navajo Stirling,1.0,41.0,65.0,67.0,100.0,0.0,0.0,0.0,83,0.0,25.0,46.0,8.0,10.0,8.0,9.0,22.0,43.0,1.0,2.0,18.0,20.0
UFC Fight Night: Adesanya vs. Pyfer,Navajo Stirling vs. Bruno Lopes,1.0,Bruno Lopes,0.0,16.0,36.0,23.0,43.0,0.0,4.0,0.0,50,0.0,9.0,25.0,3.0,5.0,4.0,6.0,12.0,31.0,4.0,5.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Navajo Stirling vs. Bruno Lopes,2.0,Bruno Lopes,0.0,12.0,27.0,13.0,28.0,0.0,4.0,0.0,10,0.0,6.0,17.0,3.0,4.0,3.0,6.0,11.0,26.0,1.0,1.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Ricky Simon vs. Adrian Yanez,1.0,Ricky Simon,0.0,12.0,55.0,12.0,55.0,0.0,1.0,0.0,0,0.0,9.0,48.0,1.0,4.0,2.0,3.0,12.0,55.0,0.0,0.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Ricky Simon vs. Adrian Yanez,2.0,Ricky Simon,0.0,15.0,35.0,23.0,45.0,2.0,3.0,0.0,126,0.0,13.0,31.0,1.0,3.0,1.0,1.0,9.0,28.0,2.0,2.0,4.0,5.0
UFC Fight Night: Adesanya vs. Pyfer,Ricky Simon vs. Adrian Yanez,3.0,Ricky Simon,0.0,17.0,49.0,17.0,49.0,0.0,1.0,0.0,0,0.0,11.0,42.0,5.0,6.0,1.0,1.0,17.0,49.0,0.0,0.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Ricky Simon vs. Adrian Yanez,1.0,Adrian Yanez,0.0,16.0,46.0,16.0,46.0,0.0,0.0,0.0,0,0.0,15.0,45.0,1.0,1.0,0.0,0.0,16.0,46.0,0.0,0.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Ricky Simon vs. Adrian Yanez,2.0,Adrian Yanez,0.0,15.0,29.0,16.0,30.0,0.0,0.0,0.0,0,0.0,13.0,26.0,2.0,3.0,0.0,0.0,15.0,29.0,0.0,0.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Ricky Simon vs. Adrian Yanez,3.0,Adrian Yanez,1.0,40.0,94.0,41.0,95.0,0.0,0.0,0.0,6,0.0,35.0,88.0,3.0,4.0,2.0,2.0,36.0,81.0,0.0,0.0,4.0,13.0
UFC Fight Night: Adesanya vs. Pyfer,Alexia Thainara vs. Bruna Brasil,1.0,Alexia Thainara,0.0,29.0,59.0,41.0,75.0,3.0,5.0,1.0,136,0.0,11.0,32.0,8.0,14.0,10.0,13.0,25.0,55.0,2.0,2.0,2.0,2.0
UFC Fight Night: Adesanya vs. Pyfer,Alexia Thainara vs. Bruna Brasil,2.0,Alexia Thainara,0.0,28.0,51.0,59.0,85.0,1.0,3.0,0.0,225,0.0,14.0,34.0,12.0,14.0,2.0,3.0,18.0,37.0,6.0,8.0,4.0,6.0
UFC Fight Night: Adesanya vs. Pyfer,Alexia Thainara vs. Bruna Brasil,3.0,Alexia Thainara,0.0,16.0,40.0,37.0,67.0,2.0,3.0,1.0,213,0.0,7.0,25.0,5.0,9.0,4.0,6.0,10.0,27.0,4.0,8.0,2.0,5.0
UFC Fight Night: Adesanya vs. Pyfer,Alexia Thainara vs. Bruna Brasil,1.0,Bruna Brasil,0.0,16.0,23.0,25.0,33.0,0.0,0.0,0.0,0,0.0,5.0,11.0,5.0,5.0,6.0,7.0,15.0,22.0,1.0,1.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Alexia Thainara vs. Bruna Brasil,2.0,Bruna Brasil,0.0,15.0,20.0,33.0,39.0,0.0,1.0,0.0,0,0.0,4.0,8.0,10.0,11.0,1.0,1.0,10.0,15.0,5.0,5.0,0.0,0.0
UFC Fight Night: Adesanya vs. Pyfer,Alexia Thainara vs. Bruna Brasil,3.0,Bruna Brasil,0.0,6.0,13.0,14.0,22.0,0.0,0.0,0.0,0,0.0,4.0,10.0,0.0,1.0,2.0,2.0,6.0,13.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Movsar Evloev vs. Lerone Murphy,1.0,Movsar Evloev,0.0,11.0,31.0,11.0,31.0,0.0,0.0,0.0,0,0.0,3.0,21.0,6.0,7.0,2.0,3.0,11.0,31.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Movsar Evloev vs. Lerone Murphy,2.0,Movsar Evloev,0.0,17.0,37.0,17.0,37.0,0.0,0.0,0.0,0,0.0,9.0,24.0,7.0,11.0,1.0,2.0,17.0,37.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Movsar Evloev vs. Lerone Murphy,3.0,Movsar Evloev,0.0,25.0,50.0,26.0,52.0,1.0,1.0,0.0,23,0.0,12.0,34.0,11.0,13.0,2.0,3.0,25.0,50.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Movsar Evloev vs. Lerone Murphy,4.0,Movsar Evloev,0.0,21.0,35.0,30.0,45.0,3.0,4.0,0.0,79,0.0,16.0,29.0,5.0,5.0,0.0,1.0,15.0,25.0,1.0,2.0,5.0,8.0
UFC Fight Night: Evloev vs. Murphy,Movsar Evloev vs. Lerone Murphy,5.0,Movsar Evloev,0.0,12.0,36.0,40.0,69.0,5.0,5.0,0.0,132,0.0,7.0,26.0,4.0,8.0,1.0,2.0,12.0,35.0,0.0,0.0,0.0,1.0
UFC Fight Night: Evloev vs. Murphy,Movsar Evloev vs. Lerone Murphy,1.0,Lerone Murphy,0.0,14.0,49.0,14.0,49.0,0.0,0.0,0.0,0,0.0,6.0,35.0,4.0,8.0,4.0,6.0,14.0,49.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Movsar Evloev vs. Lerone Murphy,2.0,Lerone Murphy,0.0,24.0,57.0,24.0,57.0,0.0,0.0,0.0,0,0.0,12.0,41.0,7.0,10.0,5.0,6.0,24.0,57.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Movsar Evloev vs. Lerone Murphy,3.0,Lerone Murphy,0.0,23.0,48.0,23.0,48.0,0.0,0.0,0.0,0,0.0,12.0,35.0,8.0,9.0,3.0,4.0,23.0,48.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Movsar Evloev vs. Lerone Murphy,4.0,Lerone Murphy,0.0,16.0,39.0,16.0,39.0,0.0,0.0,0.0,0,0.0,6.0,24.0,5.0,8.0,5.0,7.0,16.0,39.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Movsar Evloev vs. Lerone Murphy,5.0,Lerone Murphy,0.0,12.0,46.0,12.0,46.0,0.0,0.0,0.0,0,0.0,9.0,40.0,0.0,3.0,3.0,3.0,12.0,45.0,0.0,1.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Luke Riley vs. Michael Aswell Jr.,1.0,Luke Riley,0.0,33.0,56.0,45.0,68.0,0.0,0.0,0.0,0,0.0,22.0,42.0,10.0,11.0,1.0,3.0,30.0,53.0,3.0,3.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Luke Riley vs. Michael Aswell Jr.,2.0,Luke Riley,0.0,35.0,70.0,35.0,70.0,0.0,0.0,0.0,0,0.0,22.0,55.0,10.0,11.0,3.0,4.0,34.0,69.0,1.0,1.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Luke Riley vs. Michael Aswell Jr.,3.0,Luke Riley,0.0,32.0,51.0,33.0,54.0,0.0,0.0,0.0,0,0.0,21.0,37.0,11.0,14.0,0.0,0.0,26.0,44.0,6.0,7.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Luke Riley vs. Michael Aswell Jr.,1.0,Michael Aswell Jr.,0.0,20.0,59.0,54.0,95.0,0.0,0.0,0.0,65,0.0,17.0,52.0,3.0,6.0,0.0,1.0,18.0,53.0,2.0,6.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Luke Riley vs. Michael Aswell Jr.,2.0,Michael Aswell Jr.,0.0,30.0,81.0,36.0,87.0,0.0,0.0,0.0,29,0.0,22.0,69.0,8.0,12.0,0.0,0.0,29.0,77.0,1.0,4.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Luke Riley vs. Michael Aswell Jr.,3.0,Michael Aswell Jr.,0.0,11.0,40.0,17.0,51.0,1.0,1.0,0.0,75,0.0,9.0,37.0,2.0,3.0,0.0,0.0,11.0,39.0,0.0,1.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Michael Page vs. Sam Patterson,1.0,Michael Page,0.0,5.0,12.0,5.0,12.0,0.0,0.0,0.0,0,0.0,3.0,7.0,1.0,4.0,1.0,1.0,5.0,12.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Michael Page vs. Sam Patterson,2.0,Michael Page,0.0,10.0,24.0,11.0,25.0,0.0,0.0,0.0,0,0.0,6.0,16.0,3.0,4.0,1.0,4.0,10.0,24.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Michael Page vs. Sam Patterson,3.0,Michael Page,0.0,12.0,19.0,17.0,24.0,0.0,0.0,0.0,26,0.0,8.0,15.0,0.0,0.0,4.0,4.0,12.0,19.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Michael Page vs. Sam Patterson,1.0,Sam Patterson,0.0,4.0,11.0,4.0,11.0,0.0,0.0,0.0,0,0.0,2.0,8.0,1.0,1.0,1.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Michael Page vs. Sam Patterson,2.0,Sam Patterson,0.0,2.0,26.0,5.0,29.0,0.0,0.0,0.0,44,0.0,1.0,24.0,0.0,0.0,1.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Michael Page vs. Sam Patterson,3.0,Sam Patterson,0.0,6.0,27.0,16.0,38.0,0.0,2.0,0.0,123,0.0,1.0,18.0,3.0,5.0,2.0,4.0,4.0,23.0,2.0,4.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Iwo Baraniewski vs. Austen Lane,1.0,Iwo Baraniewski,1.0,10.0,13.0,10.0,13.0,0.0,0.0,0.0,4,0.0,9.0,12.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,8.0,8.0
UFC Fight Night: Evloev vs. Murphy,Iwo Baraniewski vs. Austen Lane,1.0,Austen Lane,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Roman Dolidze vs. Christian Leroy Duncan,1.0,Roman Dolidze,0.0,2.0,6.0,3.0,7.0,2.0,2.0,0.0,153,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Roman Dolidze vs. Christian Leroy Duncan,2.0,Roman Dolidze,0.0,5.0,19.0,9.0,24.0,0.0,1.0,0.0,93,0.0,4.0,18.0,0.0,0.0,1.0,1.0,4.0,18.0,1.0,1.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Roman Dolidze vs. Christian Leroy Duncan,3.0,Roman Dolidze,0.0,3.0,9.0,28.0,63.0,1.0,1.0,0.0,181,0.0,2.0,7.0,0.0,0.0,1.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Roman Dolidze vs. Christian Leroy Duncan,1.0,Christian Leroy Duncan,0.0,16.0,29.0,23.0,36.0,0.0,1.0,0.0,37,0.0,5.0,17.0,2.0,3.0,9.0,9.0,13.0,24.0,1.0,2.0,2.0,3.0
UFC Fight Night: Evloev vs. Murphy,Roman Dolidze vs. Christian Leroy Duncan,2.0,Christian Leroy Duncan,0.0,20.0,44.0,28.0,54.0,0.0,0.0,0.0,31,0.0,6.0,24.0,3.0,5.0,11.0,15.0,20.0,42.0,0.0,2.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Roman Dolidze vs. Christian Leroy Duncan,3.0,Christian Leroy Duncan,0.0,18.0,26.0,27.0,35.0,0.0,1.0,0.0,0,0.0,7.0,11.0,1.0,4.0,10.0,11.0,18.0,26.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Kurtis Campbell vs. Danny Silva,1.0,Kurtis Campbell,0.0,15.0,36.0,15.0,38.0,2.0,5.0,0.0,116,0.0,10.0,24.0,2.0,8.0,3.0,4.0,13.0,34.0,2.0,2.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Kurtis Campbell vs. Danny Silva,2.0,Kurtis Campbell,0.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Kurtis Campbell vs. Danny Silva,1.0,Danny Silva,0.0,6.0,20.0,9.0,23.0,1.0,1.0,0.0,56,1.0,3.0,16.0,2.0,3.0,1.0,1.0,5.0,17.0,0.0,2.0,1.0,1.0
UFC Fight Night: Evloev vs. Murphy,Kurtis Campbell vs. Danny Silva,2.0,Danny Silva,2.0,10.0,12.0,11.0,13.0,0.0,0.0,0.0,9,0.0,8.0,10.0,2.0,2.0,0.0,0.0,6.0,6.0,4.0,5.0,0.0,1.0
UFC Fight Night: Evloev vs. Murphy,Mason Jones vs. Axel Sola,1.0,Mason Jones,0.0,18.0,46.0,27.0,55.0,0.0,0.0,0.0,0,0.0,12.0,39.0,4.0,5.0,2.0,2.0,16.0,40.0,2.0,6.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Mason Jones vs. Axel Sola,2.0,Mason Jones,0.0,34.0,73.0,35.0,76.0,0.0,0.0,0.0,0,0.0,26.0,62.0,5.0,8.0,3.0,3.0,30.0,68.0,4.0,5.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Mason Jones vs. Axel Sola,3.0,Mason Jones,0.0,58.0,117.0,61.0,120.0,0.0,0.0,0.0,5,0.0,38.0,92.0,20.0,24.0,0.0,1.0,37.0,85.0,20.0,31.0,1.0,1.0
UFC Fight Night: Evloev vs. Murphy,Mason Jones vs. Axel Sola,1.0,Axel Sola,0.0,15.0,32.0,18.0,38.0,2.0,4.0,0.0,105,0.0,13.0,28.0,2.0,4.0,0.0,0.0,14.0,28.0,1.0,4.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Mason Jones vs. Axel Sola,2.0,Axel Sola,0.0,22.0,51.0,22.0,51.0,0.0,0.0,0.0,23,0.0,14.0,42.0,8.0,9.0,0.0,0.0,22.0,50.0,0.0,1.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Mason Jones vs. Axel Sola,3.0,Axel Sola,0.0,28.0,52.0,28.0,52.0,1.0,3.0,0.0,11,0.0,22.0,46.0,6.0,6.0,0.0,0.0,25.0,47.0,3.0,5.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Nathaniel Wood vs. Losene Keita,1.0,Nathaniel Wood,0.0,17.0,56.0,17.0,56.0,0.0,1.0,0.0,0,0.0,7.0,42.0,2.0,3.0,8.0,11.0,17.0,55.0,0.0,1.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Nathaniel Wood vs. Losene Keita,2.0,Nathaniel Wood,0.0,19.0,56.0,19.0,56.0,0.0,0.0,0.0,0,0.0,9.0,42.0,0.0,0.0,10.0,14.0,19.0,56.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Nathaniel Wood vs. Losene Keita,3.0,Nathaniel Wood,0.0,31.0,66.0,31.0,66.0,0.0,0.0,0.0,0,0.0,16.0,44.0,0.0,0.0,15.0,22.0,31.0,66.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Nathaniel Wood vs. Losene Keita,1.0,Losene Keita,0.0,11.0,26.0,11.0,26.0,0.0,0.0,0.0,0,0.0,8.0,22.0,3.0,4.0,0.0,0.0,11.0,26.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Nathaniel Wood vs. Losene Keita,2.0,Losene Keita,0.0,23.0,42.0,23.0,42.0,0.0,0.0,0.0,0,0.0,14.0,32.0,7.0,8.0,2.0,2.0,23.0,42.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Nathaniel Wood vs. Losene Keita,3.0,Losene Keita,0.0,18.0,51.0,18.0,51.0,0.0,0.0,0.0,0,0.0,14.0,47.0,3.0,3.0,1.0,1.0,18.0,51.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Mario Pinto vs. Felipe Franco,1.0,Mario Pinto,0.0,16.0,28.0,37.0,49.0,0.0,2.0,0.0,28,0.0,12.0,23.0,2.0,3.0,2.0,2.0,12.0,23.0,4.0,5.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Mario Pinto vs. Felipe Franco,2.0,Mario Pinto,0.0,9.0,20.0,39.0,53.0,1.0,5.0,0.0,140,0.0,6.0,17.0,2.0,2.0,1.0,1.0,6.0,16.0,3.0,4.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Mario Pinto vs. Felipe Franco,3.0,Mario Pinto,0.0,9.0,10.0,61.0,64.0,1.0,7.0,0.0,207,0.0,7.0,8.0,2.0,2.0,0.0,0.0,2.0,3.0,6.0,6.0,1.0,1.0
UFC Fight Night: Evloev vs. Murphy,Mario Pinto vs. Felipe Franco,1.0,Felipe Franco,0.0,9.0,25.0,16.0,32.0,0.0,0.0,0.0,0,0.0,6.0,21.0,2.0,3.0,1.0,1.0,8.0,24.0,1.0,1.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Mario Pinto vs. Felipe Franco,2.0,Felipe Franco,0.0,3.0,19.0,11.0,27.0,0.0,1.0,0.0,0,0.0,1.0,17.0,2.0,2.0,0.0,0.0,2.0,18.0,1.0,1.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Mario Pinto vs. Felipe Franco,3.0,Felipe Franco,0.0,9.0,16.0,33.0,41.0,0.0,0.0,0.0,0,0.0,6.0,13.0,3.0,3.0,0.0,0.0,3.0,9.0,6.0,7.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Mantas Kondratavicius vs. Antonio Trocoli,1.0,Mantas Kondratavicius,0.0,28.0,42.0,41.0,56.0,0.0,0.0,0.0,112,0.0,19.0,33.0,9.0,9.0,0.0,0.0,19.0,32.0,9.0,10.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Mantas Kondratavicius vs. Antonio Trocoli,2.0,Mantas Kondratavicius,1.0,39.0,47.0,73.0,88.0,1.0,2.0,1.0,217,0.0,35.0,43.0,4.0,4.0,0.0,0.0,16.0,22.0,7.0,7.0,16.0,18.0
UFC Fight Night: Evloev vs. Murphy,Mantas Kondratavicius vs. Antonio Trocoli,3.0,Mantas Kondratavicius,0.0,8.0,18.0,21.0,33.0,1.0,2.0,0.0,37,0.0,7.0,17.0,1.0,1.0,0.0,0.0,7.0,14.0,1.0,2.0,0.0,2.0
UFC Fight Night: Evloev vs. Murphy,Mantas Kondratavicius vs. Antonio Trocoli,1.0,Antonio Trocoli,0.0,6.0,14.0,9.0,19.0,0.0,1.0,0.0,93,0.0,2.0,10.0,2.0,2.0,2.0,2.0,4.0,12.0,2.0,2.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Mantas Kondratavicius vs. Antonio Trocoli,2.0,Antonio Trocoli,0.0,5.0,10.0,7.0,12.0,0.0,4.0,0.0,8,0.0,3.0,7.0,0.0,1.0,2.0,2.0,5.0,10.0,0.0,0.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Mantas Kondratavicius vs. Antonio Trocoli,3.0,Antonio Trocoli,0.0,6.0,15.0,13.0,23.0,1.0,7.0,0.0,202,0.0,5.0,11.0,1.0,4.0,0.0,0.0,6.0,13.0,0.0,2.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Louie Sutherland vs. Brando Pericic,1.0,Louie Sutherland,0.0,9.0,18.0,9.0,18.0,1.0,3.0,0.0,40,0.0,5.0,14.0,2.0,2.0,2.0,2.0,7.0,15.0,2.0,3.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Louie Sutherland vs. Brando Pericic,1.0,Brando Pericic,0.0,19.0,26.0,34.0,46.0,0.0,0.0,0.0,19,0.0,13.0,20.0,6.0,6.0,0.0,0.0,5.0,9.0,9.0,10.0,5.0,7.0
UFC Fight Night: Evloev vs. Murphy,Shem Rock vs. Abdul-Kareem Al-Selwady,1.0,Shem Rock,0.0,17.0,46.0,22.0,51.0,0.0,1.0,0.0,30,0.0,10.0,37.0,4.0,6.0,3.0,3.0,15.0,43.0,1.0,1.0,1.0,2.0
UFC Fight Night: Evloev vs. Murphy,Shem Rock vs. Abdul-Kareem Al-Selwady,2.0,Shem Rock,0.0,11.0,36.0,11.0,36.0,0.0,3.0,0.0,24,0.0,7.0,30.0,3.0,5.0,1.0,1.0,10.0,35.0,1.0,1.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Shem Rock vs. Abdul-Kareem Al-Selwady,3.0,Shem Rock,0.0,19.0,46.0,19.0,47.0,1.0,2.0,0.0,1,0.0,9.0,34.0,9.0,11.0,1.0,1.0,18.0,45.0,1.0,1.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Shem Rock vs. Abdul-Kareem Al-Selwady,1.0,Abdul-Kareem Al-Selwady,0.0,27.0,52.0,28.0,53.0,0.0,1.0,0.0,2,0.0,16.0,33.0,2.0,2.0,9.0,17.0,25.0,47.0,2.0,4.0,0.0,1.0
UFC Fight Night: Evloev vs. Murphy,Shem Rock vs. Abdul-Kareem Al-Selwady,2.0,Abdul-Kareem Al-Selwady,0.0,25.0,50.0,48.0,76.0,0.0,0.0,0.0,10,0.0,14.0,36.0,5.0,6.0,6.0,8.0,24.0,48.0,1.0,2.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Shem Rock vs. Abdul-Kareem Al-Selwady,3.0,Abdul-Kareem Al-Selwady,0.0,29.0,44.0,29.0,44.0,0.0,3.0,0.0,7,0.0,18.0,33.0,6.0,6.0,5.0,5.0,22.0,35.0,5.0,5.0,2.0,4.0
UFC Fight Night: Evloev vs. Murphy,Shanelle Dyer vs. Ravena Oliveira,1.0,Shanelle Dyer,0.0,32.0,47.0,33.0,48.0,0.0,0.0,0.0,28,0.0,13.0,24.0,8.0,8.0,11.0,15.0,28.0,43.0,4.0,4.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Shanelle Dyer vs. Ravena Oliveira,2.0,Shanelle Dyer,0.0,17.0,31.0,17.0,31.0,1.0,1.0,0.0,6,0.0,9.0,18.0,5.0,9.0,3.0,4.0,7.0,14.0,4.0,7.0,6.0,10.0
UFC Fight Night: Evloev vs. Murphy,Shanelle Dyer vs. Ravena Oliveira,1.0,Ravena Oliveira,0.0,20.0,67.0,26.0,73.0,0.0,1.0,0.0,5,0.0,11.0,54.0,8.0,9.0,1.0,4.0,18.0,65.0,2.0,2.0,0.0,0.0
UFC Fight Night: Evloev vs. Murphy,Shanelle Dyer vs. Ravena Oliveira,2.0,Ravena Oliveira,0.0,6.0,13.0,6.0,13.0,0.0,0.0,0.0,7,0.0,5.0,11.0,1.0,1.0,0.0,1.0,6.0,13.0,0.0,0.0,0.0,0.0
UFC Fight Night: Emmett vs. Vallejos,Josh Emmett vs. Kevin Vallejos,1.0,Josh Emmett,0.0,3.0,12.0,3.0,12.0,0.0,1.0,0.0,0,0.0,2.0,11.0,1.0,1.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0
UFC Fight Night: Emmett vs. Vallejos,Josh Emmett vs. Kevin Vallejos,1.0,Kevin Vallejos,2.0,36.0,55.0,43.0,68.0,0.0,0.0,0.0,38,0.0,30.0,49.0,4.0,4.0,2.0,2.0,12.0,21.0,10.0,14.0,14.0,20.0
UFC Fight Night: Emmett vs. Vallejos,Amanda Lemos vs. Gillian Robertson,1.0,Amanda Lemos,0.0,25.0,37.0,27.0,39.0,0.0,0.0,0.0,100,1.0,18.0,29.0,6.0,6.0,1.0,2.0,12.0,23.0,1.0,1.0,12.0,13.0
UFC Fight Night: Emmett vs. Vallejos,Amanda Lemos vs. Gillian Robertson,2.0,Amanda Lemos,0.0,10.0,19.0,11.0,22.0,1.0,1.0,0.0,14,0.0,7.0,16.0,1.0,1.0,2.0,2.0,9.0,18.0,0.0,0.0,1.0,1.0
UFC Fight Night: Emmett vs. Vallejos,Amanda Lemos vs. Gillian Robertson,3.0,Amanda Lemos,0.0,7.0,17.0,13.0,23.0,0.0,0.0,1.0,10,0.0,6.0,16.0,1.0,1.0,0.0,0.0,6.0,16.0,1.0,1.0,0.0,0.0
UFC Fight Night: Emmett vs. Vallejos,Amanda Lemos vs. Gillian Robertson,1.0,Gillian Robertson,0.0,5.0,15.0,9.0,20.0,1.0,2.0,0.0,98,1.0,2.0,7.0,1.0,2.0,2.0,6.0,5.0,15.0,0.0,0.0,0.0,0.0
UFC Fight Night: Emmett vs. Vallejos,Amanda Lemos vs. Gillian Robertson,2.0,Gillian Robertson,0.0,2.0,3.0,26.0,28.0,1.0,1.0,0.0,246,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
UFC Fight Night: Emmett vs. Vallejos,Amanda Lemos vs. Gillian Robertson,3.0,Gillian Robertson,0.0,5.0,8.0,29.0,33.0,1.0,4.0,0.0,213,1.0,3.0,5.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0
UFC Fight Night: Emmett vs. Vallejos,Andre Fili vs. Jose Delgado,1.0,Andre Fili,0.0,19.0,39.0,19.0,39.0,1.0,1.0,0.0,23,0.0,15.0,32.0,2.0,4.0,2.0,3.0,19.0,39.0,0.0,0.0,0.0,0.0
UFC Fight Night: Emmett vs. Vallejos,Andre Fili vs. Jose Delgado,2.0,Andre Fili,0.0,18.0,39.0,19.0,41.0,1.0,1.0,0.0,11,1.0,16.0,36.0,2.0,2.0,0.0,1.0,18.0,39.0,0.0,0.0,0.0,0.0
UFC Fight Night: Emmett vs. Vallejos,Andre Fili vs. Jose Delgado,3.0,Andre Fili,0.0,25.0,63.0,32.0,74.0,2.0,4.0,0.0,25,0.0,15.0,53.0,7.0,7.0,3.0,3.0,24.0,61.0,0.0,0.0,1.0,2.0
UFC Fight Night: Emmett vs. Vallejos,Andre Fili vs. Jose Delgado,1.0,Jose Delgado,0.0,23.0,46.0,26.0,49.0,0.0,1.0,0.0,0,0.0,7.0,26.0,7.0,11.0,9.0,9.0,23.0,46.0,0.0,0.0,0.0,0.0
UFC Fight Night: Emmett vs. Vallejos,Andre Fili vs. Jose Delgado,2.0,Jose Delgado,0.0,30.0,62.0,34.0,66.0,1.0,2.0,0.0,31,0.0,9.0,35.0,15.0,21.0,6.0,6.0,22.0,49.0,6.0,11.0,2.0,2.0
